player,team,position,role,owner_status,roster_status,age,fpts,fpg_raw,fpg_regressed,ros_pct,rkov,estimated_games,sample_confidence,win_now_score,dynasty_score,dynasty_minus_win_now,ip,ip_pct,whip,k_per_9,qs_rate,prospect_bonus,age_curve,mlb_overall_rank,mlb_org_rank,vor,vor_pos
Nelson Velazquez,STL,OF,H,FA,Free Agent,27.0,25.5,3.19,2.09,8.0,777.0,7.99,0.18,42.01,30.13,-11.89,,,,,,0.0,6.0,,,-118.0,OF
Cole Carrigg,COL,OF,H,FA,Free Agent,24.0,9.5,3.17,1.94,40.0,936.0,3.0,0.07,41.99,41.88,-0.12,,,,,,0.0,12.0,,,-134.0,OF
Alex Vesia,LAD,RP,RP,kyfaess,Reserve,30.0,93.0,3.21,3.21,47.0,372.0,28.97,1.0,41.95,33.69,-8.26,22.0,41.39,1.05,12.27,0.0,0.0,0.0,,,-10.0,RP
Brad Lord,WSH,"SP,RP",SP/RP,Greenbet,Not On Team,26.0,118.0,5.9,5.47,26.0,258.0,20.0,0.83,41.93,13.18,-28.75,43.0,75.46,1.05,7.33,0.0,0.0,5.0,,,15.0,RP
Blade Tidwell,SF,"SP,RP",SP/RP,FA,Free Agent,25.0,28.0,3.5,3.38,16.0,758.0,8.0,0.33,41.89,35.5,-6.39,12.0,27.31,1.08,7.5,0.0,0.0,10.0,,,-75.0,RP
Alimber Santa,HOU,RP,RP,FA,Free Agent,23.0,27.0,4.5,3.62,7.0,766.0,6.0,0.25,41.89,33.88,-8.01,10.0,25.83,0.8,7.2,0.0,0.0,10.0,,,-76.0,RP
Ty Blach,CHC,SP,SP,FA,Free Agent,35.0,10.0,10.0,3.93,0.0,924.0,1.0,0.09,41.82,9.58,-32.24,3.0,21.76,0.33,6.0,0.0,0.0,-13.0,,,-94.0,SP
Brad Boxberger,(N/A),RP,RP,FA,Free Agent,38.0,0.0,0.0,3.32,100.0,1950.0,0.0,0.0,41.77,27.55,-14.21,0.0,10.65,,,,0.0,-13.0,,,-103.0,RP
Matt Bush,(N/A),RP,RP,FA,Free Agent,40.0,0.0,0.0,3.32,100.0,2154.0,0.0,0.0,41.77,27.55,-14.21,0.0,10.65,,,,0.0,-13.0,,,-103.0,RP
Fraser Ellard,(N/A),RP,RP,FA,Free Agent,28.0,0.0,0.0,3.32,100.0,3469.0,0.0,0.0,41.77,45.55,3.79,0.0,10.65,,,,0.0,5.0,,,-103.0,RP
Rony Garcia,(N/A),RP,RP,FA,Free Agent,28.0,0.0,0.0,3.32,100.0,4009.0,0.0,0.0,41.77,45.55,3.79,0.0,10.65,,,,0.0,5.0,,,-103.0,RP
Brad Hand,(N/A),RP,RP,FA,Free Agent,36.0,0.0,0.0,3.32,100.0,4499.0,0.0,0.0,41.77,27.55,-14.21,0.0,10.65,,,,0.0,-13.0,,,-103.0,RP
Aaron Loup,(N/A),RP,RP,FA,Free Agent,38.0,0.0,0.0,3.32,100.0,5729.0,0.0,0.0,41.77,27.55,-14.21,0.0,10.65,,,,0.0,-13.0,,,-103.0,RP
Mychal Givens,(N/A),RP,RP,FA,Free Agent,36.0,0.0,0.0,3.32,100.0,4117.0,0.0,0.0,41.77,27.55,-14.21,0.0,10.65,,,,0.0,-13.0,,,-103.0,RP
Joe Kelly,(N/A),RP,RP,FA,Free Agent,38.0,0.0,0.0,3.32,100.0,5224.0,0.0,0.0,41.77,27.55,-14.21,0.0,10.65,,,,0.0,-13.0,,,-103.0,RP
Everson Pereira,CHW,OF,H,FA,Free Agent,25.0,38.5,2.14,1.97,15.0,690.0,17.99,0.4,41.7,31.22,-10.48,,,,,,0.0,6.0,,,-105.0,OF
Lourdes Gurriel Jr.,ARI,OF,H,FA,Free Agent,32.0,46.5,1.86,1.86,29.0,632.0,25.0,0.56,41.67,22.72,-18.95,,,,,,0.0,-5.0,,,-97.0,OF
Hunter Barnhart,(N/A),"SP,RP",SP/RP,FA,Free Agent,24.0,0.0,0.0,3.32,93.0,1591.0,0.0,0.0,41.66,49.24,7.58,0.0,10.65,,,,0.0,10.0,,,-103.0,RP
Carl Edwards Jr.,DET,RP,RP,FA,Free Agent,34.0,19.0,9.5,3.83,0.0,833.0,2.0,0.08,41.6,16.46,-25.13,6.0,23.24,1.17,16.5,0.0,0.0,-6.0,,,-84.0,RP
Taylor Clarke,ARI,RP,RP,FA,Free Agent,33.0,93.0,3.1,3.1,20.0,367.0,30.0,1.0,41.59,22.74,-18.85,27.2,54.35,0.81,4.63,0.0,0.0,-6.0,,,-10.0,RP
Jose Ferrer,SEA,RP,RP,FA,Free Agent,26.0,95.0,2.88,2.88,33.0,353.0,32.99,1.0,41.4,36.26,-5.15,30.0,61.3,1.33,7.8,0.0,0.0,5.0,,,-8.0,RP
Zach Davies,(N/A),SP,SP,FA,Free Agent,33.0,0.0,0.0,3.32,94.0,3003.0,0.0,0.0,41.39,33.27,-8.12,0.0,10.65,,,,0.0,-6.0,,,-104.0,SP
Enyel De Los Santos,HOU,RP,RP,FA,Free Agent,30.0,88.0,3.26,3.26,16.0,397.0,26.99,1.0,41.35,27.29,-14.06,29.1,58.61,1.03,8.66,0.0,0.0,0.0,,,-15.0,RP
Eric Haase,SF,C,H,FA,Free Agent,33.0,37.5,2.08,1.95,3.0,695.0,18.03,0.4,41.33,17.86,-23.47,,,,,,0.0,-5.0,,,-65.0,C
Alek Thomas,LAD,OF,H,FA,Free Agent,26.0,52.5,1.88,1.87,14.0,590.0,27.93,0.62,41.19,30.76,-10.43,,,,,,0.0,6.0,,,-91.0,OF
Graeme Stinson,(N/A),"SP,RP",SP/RP,FA,Free Agent,28.0,0.0,0.0,3.32,89.0,8923.0,0.0,0.0,41.14,43.23,2.1,0.0,10.65,,,,0.0,5.0,,,-103.0,RP
Starlyn Castillo,(N/A),SP,SP,FA,Free Agent,24.0,0.0,0.0,3.32,92.0,2430.0,0.0,0.0,41.13,48.77,7.64,0.0,10.65,,,,0.0,10.0,,,-104.0,SP
Mason Denaburg,(N/A),SP,SP,FA,Free Agent,26.0,0.0,0.0,3.32,92.0,3198.0,0.0,0.0,41.13,43.77,2.64,0.0,10.65,,,,0.0,5.0,,,-104.0,SP
Matt Tabor,(N/A),RP,RP,FA,Free Agent,27.0,0.0,0.0,3.32,95.0,9033.0,0.0,0.0,41.12,44.3,3.19,0.0,10.65,,,,0.0,5.0,,,-103.0,RP
Cody Morris,(N/A),RP,RP,FA,Free Agent,29.0,0.0,0.0,3.32,95.0,6636.0,0.0,0.0,41.12,39.3,-1.81,0.0,10.65,,,,0.0,0.0,,,-103.0,RP
Jeff Hoffman,TOR,RP,RP,GoldTY,Reserve,33.0,92.0,2.88,2.88,69.0,376.0,31.94,1.0,41.1,31.11,-9.98,29.1,58.61,1.65,15.46,0.0,0.0,-6.0,,,-11.0,RP
Jonathan Pintaro,NYM,RP,RP,FA,Free Agent,28.0,20.0,6.67,3.74,1.0,815.0,3.0,0.12,41.01,27.33,-13.69,6.2,23.52,0.32,7.26,0.0,0.0,5.0,,,-83.0,RP
Jimmy Lewis,(N/A),"SP,RP",SP/RP,FA,Free Agent,25.0,0.0,0.0,3.32,88.0,5576.0,0.0,0.0,41.01,47.98,6.98,0.0,10.65,,,,0.0,10.0,,,-103.0,RP
Zack Greinke,(N/A),SP,SP,FA,Free Agent,42.0,0.0,0.0,3.32,91.0,4330.0,0.0,0.0,41.0,25.52,-15.48,0.0,10.65,,,,0.0,-13.0,,,-104.0,SP
Moises Ballesteros,CHC,UT,H,FA,Free Agent,22.0,96.5,1.75,1.75,57.0,338.0,55.14,1.0,40.92,47.62,6.69,,,,,,0.0,12.0,,,,
Adam Ottavino,(N/A),RP,RP,FA,Free Agent,40.0,0.0,0.0,3.32,93.0,7050.0,0.0,0.0,40.86,25.8,-15.05,0.0,10.65,,,,0.0,-13.0,,,-103.0,RP
Alex Reyes,(N/A),RP,RP,FA,Free Agent,31.0,0.0,0.0,3.32,93.0,7817.0,0.0,0.0,40.86,38.8,-2.05,0.0,10.65,,,,0.0,0.0,,,-103.0,RP
Lazaro Estrada,TOR,RP,RP,FA,Free Agent,27.0,13.0,13.0,3.72,3.0,890.0,1.0,0.04,40.82,27.58,-13.24,4.0,22.5,0.5,6.75,0.0,0.0,5.0,,,-90.0,RP
Griffin Conine,MIA,OF,H,FA,Free Agent,28.0,27.0,2.45,2.0,12.0,763.0,11.02,0.24,40.79,24.19,-16.61,,,,,,0.0,0.0,,,-116.5,OF
Will Ethridge,(N/A),"SP,RP",SP/RP,FA,Free Agent,28.0,0.0,0.0,3.32,86.0,3569.0,0.0,0.0,40.75,42.48,1.74,0.0,10.65,,,,0.0,5.0,,,-103.0,RP
Peyton Battenfield,(N/A),SP,SP,FA,Free Agent,28.0,0.0,0.0,3.32,89.0,1657.0,0.0,0.0,40.74,43.02,2.28,0.0,10.65,,,,0.0,5.0,,,-104.0,SP
Ethan Hankins,(N/A),SP,SP,FA,Free Agent,26.0,0.0,0.0,3.32,89.0,4501.0,0.0,0.0,40.74,43.02,2.28,0.0,10.65,,,,0.0,5.0,,,-104.0,SP
Wil Crowe,(N/A),RP,RP,FA,Free Agent,31.0,0.0,0.0,3.32,92.0,2865.0,0.0,0.0,40.73,38.55,-2.17,0.0,10.65,,,,0.0,0.0,,,-103.0,RP
Matt Barnes,(N/A),RP,RP,FA,Free Agent,35.0,0.0,0.0,3.32,92.0,1588.0,0.0,0.0,40.73,25.55,-15.17,0.0,10.65,,,,0.0,-13.0,,,-103.0,RP
Shane Marshall,(N/A),RP,RP,FA,Free Agent,26.0,0.0,0.0,3.32,92.0,5953.0,0.0,0.0,40.73,43.55,2.83,0.0,10.65,,,,0.0,5.0,,,-103.0,RP
Enrique Hernandez,LAD,1B,H,FA,Free Agent,34.0,13.0,6.5,2.06,6.0,891.0,2.0,0.04,40.61,18.01,-22.6,,,,,,0.0,-5.0,,,-173.5,1B
Julio Teheran,(N/A),SP,SP,FA,Free Agent,35.0,0.0,0.0,3.32,88.0,9109.0,0.0,0.0,40.61,24.77,-15.84,0.0,10.65,,,,0.0,-13.0,,,-104.0,SP
Chance Adams,(N/A),RP,RP,FA,Free Agent,31.0,0.0,0.0,3.32,91.0,1130.0,0.0,0.0,40.6,38.3,-2.29,0.0,10.65,,,,0.0,0.0,,,-103.0,RP
Melvin Adon,(N/A),RP,RP,FA,Free Agent,32.0,0.0,0.0,3.32,91.0,1146.0,0.0,0.0,40.6,32.3,-8.29,0.0,10.65,,,,0.0,-6.0,,,-103.0,RP
Juan Morillo,ARI,RP,RP,kyfaess,Reserve,27.0,94.0,3.24,3.24,30.0,365.0,29.01,1.0,40.51,34.99,-5.51,26.0,50.19,1.08,11.77,0.0,0.0,5.0,,,-9.0,RP
Albert Suarez,BAL,RP,RP,FA,Free Agent,36.0,37.0,3.36,3.34,2.0,697.0,11.01,0.46,40.5,9.23,-31.27,26.2,51.39,1.45,6.18,0.0,0.0,-13.0,,,-66.0,RP
Jairo Solis,(N/A),SP,SP,FA,Free Agent,26.0,0.0,0.0,3.32,87.0,8795.0,0.0,0.0,40.48,42.52,2.04,0.0,10.65,,,,0.0,5.0,,,-104.0,SP
Seth Elledge,(N/A),RP,RP,FA,Free Agent,30.0,0.0,0.0,3.32,90.0,3470.0,0.0,0.0,40.47,38.05,-2.42,0.0,10.65,,,,0.0,0.0,,,-103.0,RP
Tyler Kinley,ATL,RP,RP,FA,Free Agent,35.0,94.0,3.03,3.03,12.0,355.0,31.02,1.0,40.38,13.89,-26.5,28.1,56.11,1.21,9.93,0.0,0.0,-13.0,,,-9.0,RP
Cody Sedlock,(N/A),RP,RP,FA,Free Agent,30.0,0.0,0.0,3.32,89.0,8537.0,0.0,0.0,40.34,37.8,-2.54,0.0,10.65,,,,0.0,0.0,,,-103.0,RP
James Norwood,(N/A),RP,RP,FA,Free Agent,32.0,0.0,0.0,3.32,89.0,6857.0,0.0,0.0,40.34,31.8,-8.54,0.0,10.65,,,,0.0,-6.0,,,-103.0,RP
Brayan Medina,(N/A),RP,RP,FA,Free Agent,23.0,0.0,0.0,3.32,89.0,6235.0,0.0,0.0,40.34,47.8,7.46,0.0,10.65,,,,0.0,10.0,,,-103.0,RP
Cal Raleigh,SEA,C,H,KRetiree,Reserve,29.0,73.5,1.75,1.76,99.0,455.0,42.0,0.93,40.28,40.49,0.21,,,,,,0.0,0.0,,,-29.0,C
Seth Corry,(N/A),SP,SP,FA,Free Agent,27.0,0.0,0.0,3.32,85.0,2789.0,0.0,0.0,40.22,42.02,1.8,0.0,10.65,,,,0.0,5.0,,,-104.0,SP
Franklin German,(N/A),RP,RP,FA,Free Agent,28.0,0.0,0.0,3.32,88.0,4071.0,0.0,0.0,40.21,42.55,2.34,0.0,10.65,,,,0.0,5.0,,,-103.0,RP
Vince Velasquez,CHC,SP,SP,FA,Free Agent,34.0,7.0,7.0,3.65,0.0,975.0,1.0,0.09,40.15,15.68,-24.47,2.1,21.57,0.48,4.29,0.0,0.0,-6.0,,,-97.0,SP
Andelzon Abad,(N/A),RP,RP,FA,Free Agent,21.0,0.0,0.0,3.32,87.0,1079.0,0.0,0.0,40.08,51.3,11.22,0.0,10.65,,,,0.0,14.0,,,-103.0,RP
Aaron Civale,ATH,SP,SP,JMerkle,Inj Res,30.0,68.0,6.18,6.18,36.0,477.0,11.0,1.0,40.06,21.59,-18.47,55.2,78.61,1.49,6.36,0.09,0.0,0.0,,,-36.0,SP
Samad Taylor,SD,"OF,UT",H,FA,Free Agent,27.0,17.5,3.5,2.04,5.0,849.0,5.0,0.11,40.02,28.51,-11.51,,,,,,0.0,6.0,,,-126.0,OF
Cam Booser,TB,RP,RP,FA,Free Agent,34.0,17.0,5.67,3.61,1.0,854.0,3.0,0.12,39.87,15.71,-24.16,4.0,22.5,0.75,11.25,0.0,0.0,-6.0,,,-86.0,RP
Kyle Karros,COL,3B,H,FA,Free Agent,23.0,114.5,1.76,1.76,18.0,272.0,65.06,1.0,39.84,41.33,1.49,,,,,,0.0,12.0,,,-38.5,3B
Ryan Jennings,(N/A),RP,RP,FA,Free Agent,26.0,0.0,0.0,3.32,85.0,5039.0,0.0,0.0,39.82,41.8,1.98,0.0,10.65,,,,0.0,5.0,,,-103.0,RP
Connor Norby,MIA,"1B,3B",H,FA,Free Agent,26.0,99.5,1.75,1.75,35.0,323.0,56.86,1.0,39.81,37.35,-2.45,,,,,,0.0,6.0,,,-53.5,3B
Dustin Harris,CHW,OF,H,FA,Free Agent,26.0,35.5,2.09,1.94,6.0,709.0,16.99,0.38,39.79,28.56,-11.22,,,,,,0.0,6.0,,,-108.0,OF
Brian Anderson,(N/A),"3B,OF",H,FA,Free Agent,33.0,0.0,0.0,1.86,100.0,1309.0,0.0,0.0,39.78,34.48,-5.3,,,,,,0.0,-5.0,,,-143.5,OF
Alexander Campos,(N/A),SS,H,FA,Free Agent,26.0,0.0,0.0,1.86,100.0,2269.0,0.0,0.0,39.78,45.48,5.7,,,,,,0.0,6.0,,,-155.5,SS
Ronny Rojas,(N/A),SS,H,FA,Free Agent,24.0,0.0,0.0,1.86,100.0,8120.0,0.0,0.0,39.78,51.48,11.7,,,,,,0.0,12.0,,,-155.5,SS
Martin Gimenez,(N/A),SS,H,FA,Free Agent,22.0,0.0,0.0,1.86,100.0,4111.0,0.0,0.0,39.78,51.48,11.7,,,,,,0.0,12.0,,,-155.5,SS
Garrett Acton,MIN,RP,RP,FA,Free Agent,27.0,19.0,4.75,3.56,1.0,829.0,4.0,0.17,39.78,26.66,-13.12,6.2,23.52,1.13,13.06,0.0,0.0,5.0,,,-84.0,RP
Dauri Lorenzo,(N/A),SS,H,FA,Free Agent,23.0,0.0,0.0,1.86,100.0,5725.0,0.0,0.0,39.78,51.48,11.7,,,,,,0.0,12.0,,,-155.5,SS
Lucius Fox,(N/A),SS,H,FA,Free Agent,28.0,0.0,0.0,1.86,100.0,3803.0,0.0,0.0,39.78,39.48,-0.3,,,,,,0.0,0.0,,,-155.5,SS
Jacob Gonzalez,(N/A),3B,H,FA,Free Agent,27.0,0.0,0.0,1.86,100.0,4212.0,0.0,0.0,39.78,45.48,5.7,,,,,,0.0,6.0,,,-153.0,3B
Michael Petersen,MIA,RP,RP,FA,Free Agent,32.0,86.0,3.31,3.31,4.0,401.0,25.98,1.0,39.78,18.2,-21.58,27.1,53.24,1.14,10.3,0.0,0.0,-6.0,,,-17.0,RP
Alec Willis,(N/A),RP,RP,FA,Free Agent,23.0,0.0,0.0,3.32,84.0,9842.0,0.0,0.0,39.69,46.55,6.86,0.0,10.65,,,,0.0,10.0,,,-103.0,RP
Jack Anderson,BOS,"SP,RP",SP/RP,FA,Free Agent,26.0,11.0,5.5,3.5,1.0,910.0,2.0,0.08,39.67,26.6,-13.07,8.0,24.17,1.25,6.75,0.0,0.0,5.0,,,-92.0,RP
Brendan McKay,(N/A),SP,SP,FA,Free Agent,30.0,0.0,0.0,3.32,80.0,6191.0,0.0,0.0,39.57,35.77,-3.8,0.0,10.65,,,,0.0,0.0,,,-104.0,SP
Josmar Acevedo,(N/A),SP,SP,FA,Free Agent,22.0,0.0,0.0,3.32,80.0,1102.0,0.0,0.0,39.57,49.77,10.2,0.0,10.65,,,,0.0,14.0,,,-104.0,SP
Jasseel De La Cruz,(N/A),SP,SP,FA,Free Agent,28.0,0.0,0.0,3.32,80.0,3058.0,0.0,0.0,39.57,40.77,1.2,0.0,10.65,,,,0.0,5.0,,,-104.0,SP
Riley Pint,(N/A),SP,SP,FA,Free Agent,28.0,0.0,0.0,3.32,80.0,7487.0,0.0,0.0,39.57,40.77,1.2,0.0,10.65,,,,0.0,5.0,,,-104.0,SP
Nick Neidert,(N/A),RP,RP,FA,Free Agent,29.0,0.0,0.0,3.32,83.0,6775.0,0.0,0.0,39.56,36.3,-3.26,0.0,10.65,,,,0.0,0.0,,,-103.0,RP
Austin Nola,(N/A),C,H,FA,Free Agent,36.0,0.0,0.0,1.86,92.0,6836.0,0.0,0.0,39.54,25.91,-13.63,,,,,,0.0,-12.0,,,-102.5,C
Yerry De Los Santos,NYY,RP,RP,FA,Free Agent,28.0,12.0,6.0,3.54,1.0,904.0,2.0,0.08,39.46,26.49,-12.97,5.1,23.15,1.37,10.59,0.0,0.0,5.0,,,-91.0,RP
Rougned Odor,(N/A),2B,H,FA,Free Agent,32.0,0.0,0.0,1.86,100.0,6930.0,0.0,0.0,39.38,34.26,-5.11,,,,,,0.0,-5.0,,,-153.5,2B
Logan Warmoth,(N/A),2B,H,FA,Free Agent,30.0,0.0,0.0,1.86,100.0,9675.0,0.0,0.0,39.38,39.26,-0.11,,,,,,0.0,0.0,,,-153.5,2B
Elias Diaz,TEX,C,H,FA,Free Agent,35.0,27.5,2.12,1.93,2.0,761.0,12.97,0.29,39.38,9.62,-29.75,,,,,,0.0,-12.0,,,-75.0,C
Brailyn Marquez,(N/A),SP,SP,FA,Free Agent,27.0,0.0,0.0,3.32,78.0,5934.0,0.0,0.0,39.31,40.27,0.96,0.0,10.65,,,,0.0,5.0,,,-104.0,SP
Brock Stewart,LAD,RP,RP,FA,Free Agent,34.0,11.0,5.5,3.5,4.0,917.0,2.0,0.08,39.26,15.92,-23.34,2.0,21.48,0.5,13.5,0.0,0.0,-6.0,,,-92.0,RP
Peter Van Loon,(N/A),RP,RP,FA,Free Agent,27.0,0.0,0.0,3.32,80.0,9444.0,0.0,0.0,39.17,40.55,1.38,0.0,10.65,,,,0.0,5.0,,,-103.0,RP
Kevin Smith,(N/A),"3B,SS",H,FA,Free Agent,29.0,0.0,0.0,1.86,89.0,8750.0,0.0,0.0,39.15,37.16,-1.99,,,,,,0.0,0.0,,,-153.0,3B
Adinso Reyes,(N/A),SS,H,FA,Free Agent,24.0,0.0,0.0,1.86,95.0,7815.0,0.0,0.0,39.13,50.23,11.1,,,,,,0.0,12.0,,,-155.5,SS
LaMonte Wade Jr.,HOU,1B,H,FA,Free Agent,32.0,14.5,3.62,2.01,3.0,877.0,4.01,0.09,39.11,16.66,-22.45,,,,,,0.0,-5.0,,,-172.0,1B
Esmerlyn Valdez,PIT,OF,H,FA,Free Agent,22.0,12.5,2.08,1.89,28.0,898.0,6.01,0.13,39.07,38.14,-0.93,,,,,,0.0,12.0,,,-131.0,OF
Jhonny Pereda,SEA,C,H,FA,Free Agent,30.0,33.0,1.94,1.89,4.0,729.0,17.01,0.38,39.06,21.81,-17.25,,,,,,0.0,0.0,,,-69.5,C
Tristan Peters,CHW,OF,H,FA,Free Agent,26.0,113.5,1.77,1.77,17.0,274.0,64.12,1.0,39.06,34.69,-4.37,,,,,,0.0,6.0,,,-30.0,OF
Juan Garcia,(N/A),"SS,C",H,FA,Free Agent,23.0,0.0,0.0,1.86,82.0,3989.0,0.0,0.0,39.04,47.84,8.8,,,,,,0.0,12.0,,,-102.5,C
Max Stassi,(N/A),C,H,FA,Free Agent,35.0,0.0,0.0,1.86,88.0,8882.0,0.0,0.0,39.02,24.91,-14.11,,,,,,0.0,-12.0,,,-102.5,C
Samy Natera Jr.,LAA,RP,RP,FA,Free Agent,26.0,11.0,5.5,3.5,2.0,909.0,2.0,0.08,39.0,26.42,-12.58,2.2,21.67,0.45,16.36,0.0,0.0,5.0,,,-92.0,RP
Craig Yoho,MIL,RP,RP,FA,Free Agent,26.0,8.0,4.0,3.38,13.0,956.0,2.0,0.08,38.98,28.39,-10.59,3.0,21.76,1.0,15.0,0.0,0.0,5.0,,,-95.0,RP
Austin Meadows,(N/A),OF,H,FA,Free Agent,31.0,0.0,0.0,1.86,100.0,6224.0,0.0,0.0,38.98,39.05,0.07,,,,,,0.0,0.0,,,-143.5,OF
Brad Miller,(N/A),1B,H,FA,Free Agent,36.0,0.0,0.0,1.86,100.0,6415.0,0.0,0.0,38.98,27.05,-11.93,,,,,,0.0,-12.0,,,-186.5,1B
Tyler Esplin,(N/A),OF,H,FA,Free Agent,26.0,0.0,0.0,1.86,100.0,3549.0,0.0,0.0,38.98,45.05,6.07,,,,,,0.0,6.0,,,-143.5,OF
Justin Dirden,(N/A),OF,H,FA,Free Agent,28.0,0.0,0.0,1.86,100.0,3293.0,0.0,0.0,38.98,39.05,0.07,,,,,,0.0,0.0,,,-143.5,OF
Alan Rangel,PHI,RP,RP,FA,Free Agent,28.0,8.0,8.0,3.52,1.0,954.0,1.0,0.04,38.95,26.21,-12.73,3.0,21.76,1.0,15.0,0.0,0.0,5.0,,,-95.0,RP
Bryan Hudson,CHW,"SP,RP",SP/RP,FA,Free Agent,29.0,92.0,2.88,2.88,15.0,375.0,31.94,1.0,38.89,26.22,-12.67,31.0,63.98,1.32,8.13,0.0,0.0,0.0,,,-11.0,RP
Niko Hulsizer,(N/A),"SS,OF",H,FA,Free Agent,29.0,0.0,0.0,1.86,93.0,4919.0,0.0,0.0,38.87,37.73,-1.14,,,,,,0.0,0.0,,,-143.5,OF
Kyle Finnegan,DET,RP,RP,Jpanner,Active,34.0,83.0,2.77,2.77,37.0,412.0,29.96,1.0,38.87,23.43,-15.44,31.1,65.19,1.48,5.79,0.0,0.0,-6.0,,,-20.0,RP
Robby Ahlstrom,TEX,RP,RP,FA,Free Agent,26.0,17.0,4.25,3.47,1.0,858.0,4.0,0.17,38.86,26.16,-12.7,5.2,23.15,0.58,5.19,0.0,0.0,5.0,,,-86.0,RP
Victor Mederos,ATL,SP,SP,FA,Free Agent,25.0,5.0,5.0,3.47,1.0,999.0,1.0,0.09,38.83,31.15,-7.68,2.0,21.48,0.5,0.0,0.0,0.0,10.0,,,-99.0,SP
Endy Rodriguez,PIT,1B,H,FA,Free Agent,26.0,34.0,1.89,1.87,18.0,721.0,17.99,0.4,38.83,30.21,-8.62,,,,,,0.0,6.0,,,-152.5,1B
Mack Anglin,(N/A),RP,RP,FA,Free Agent,25.0,0.0,0.0,3.32,77.0,1338.0,0.0,0.0,38.78,44.8,6.02,0.0,10.65,,,,0.0,10.0,,,-103.0,RP
Garrett Crochet,BOS,SP,SP,Kipp,Inj Res,26.0,37.0,6.17,4.87,99.0,698.0,6.0,0.55,38.78,36.76,-2.02,30.0,61.3,1.47,11.1,0.5,0.0,5.0,,,-67.0,SP
Eduardo Escobar,(N/A),3B,H,FA,Free Agent,37.0,0.0,0.0,1.86,92.0,3520.0,0.0,0.0,38.74,25.48,-13.26,,,,,,0.0,-12.0,,,-153.0,3B
Chris Seise,(N/A),SS,H,FA,Free Agent,27.0,0.0,0.0,1.86,92.0,8546.0,0.0,0.0,38.74,43.48,4.74,,,,,,0.0,6.0,,,-155.5,SS
Alexander Mojica,(N/A),3B,H,FA,Free Agent,23.0,0.0,0.0,1.86,92.0,6478.0,0.0,0.0,38.74,49.48,10.74,,,,,,0.0,12.0,,,-153.0,3B
Adolis Garcia,PHI,OF,H,FA,Free Agent,33.0,105.0,1.57,1.57,60.0,298.0,66.88,1.0,38.68,30.75,-7.93,,,,,,0.0,-5.0,,,-38.5,OF
Zack Brown,(N/A),SP,SP,FA,Free Agent,31.0,0.0,0.0,3.32,73.0,2085.0,0.0,0.0,38.66,34.02,-4.64,0.0,10.65,,,,0.0,0.0,,,-104.0,SP
Chris McMahon,(N/A),SP,SP,FA,Free Agent,27.0,0.0,0.0,3.32,73.0,6209.0,0.0,0.0,38.66,39.02,0.36,0.0,10.65,,,,0.0,5.0,,,-104.0,SP
Jesus Rodriguez,SF,C,H,FA,Free Agent,24.0,26.5,1.89,1.87,11.0,769.0,14.02,0.31,38.54,34.79,-3.75,,,,,,0.0,12.0,,,-76.0,C
Matt Wyatt,(N/A),RP,RP,FA,Free Agent,25.0,0.0,0.0,3.32,75.0,9933.0,0.0,0.0,38.52,44.3,5.78,0.0,10.65,,,,0.0,10.0,,,-103.0,RP
Paul Gervase,LAD,RP,RP,FA,Free Agent,26.0,10.0,5.0,3.46,1.0,929.0,2.0,0.08,38.51,25.97,-12.53,5.0,23.06,1.4,9.0,0.0,0.0,5.0,,,-93.0,RP
Nick Davila,SEA,RP,RP,FA,Free Agent,27.0,27.0,3.37,3.34,1.0,767.0,8.01,0.33,38.49,25.96,-12.53,8.1,24.72,1.23,5.56,0.0,0.0,5.0,,,-76.0,RP
Reiver Sanmartin,SF,RP,RP,FA,Free Agent,30.0,7.0,7.0,3.47,0.0,971.0,1.0,0.04,38.48,20.78,-17.7,2.0,21.48,1.0,9.0,0.0,0.0,0.0,,,-96.0,RP
Hunter Dozier,(N/A),"1B,3B",H,FA,Free Agent,34.0,0.0,0.0,1.86,90.0,3354.0,0.0,0.0,38.48,31.98,-6.5,,,,,,0.0,-5.0,,,-153.0,3B
Daniel Duarte,NYM,RP,RP,FA,Free Agent,29.0,7.0,7.0,3.47,0.0,974.0,1.0,0.04,38.48,20.78,-17.7,2.1,21.57,0.48,4.29,0.0,0.0,0.0,,,-96.0,RP
Yasel Antuna,(N/A),SS,H,FA,Free Agent,26.0,0.0,0.0,1.86,90.0,1350.0,0.0,0.0,38.48,42.98,4.5,,,,,,0.0,6.0,,,-155.5,SS
Yacksel Rios,(N/A),RP,RP,FA,Free Agent,32.0,7.0,7.0,3.47,0.0,966.0,1.0,0.04,38.48,14.78,-23.7,1.2,21.48,0.0,15.0,0.0,0.0,-6.0,,,-96.0,RP
Dax Fulton,MIA,SP,SP,FA,Free Agent,24.0,4.0,4.0,3.38,6.0,1015.0,1.0,0.09,38.37,31.8,-6.57,4.0,22.5,1.25,6.75,0.0,0.0,10.0,,,-100.0,SP
Jacob Stallings,(N/A),C,H,FA,Free Agent,36.0,0.0,0.0,1.86,83.0,8867.0,0.0,0.0,38.37,23.66,-14.71,,,,,,0.0,-12.0,,,-102.5,C
Dylan Smith,SF,RP,RP,FA,Free Agent,26.0,19.0,3.8,3.42,3.0,836.0,5.0,0.21,38.35,26.25,-12.1,4.0,22.5,0.5,9.0,0.0,0.0,5.0,,,-84.0,RP
