"ID","Player","Team","Position","RkOv","Status","Age","FPts","FP/G","Ros","+/-","AB","R","H","1B","2B","3B","HR","RBI","BB","SO","SB","CS","HBP","GIDP","GP"
"*0516n*","Isaac Collins","KC","OF","263","FA","28","136.5","1.82","24%","0%","235","29","54","38","13","0","3","24","34","65","4","4","6","4","75"
"*04g7n*","Oswald Peraza","LAA","2B,3B","267","FA","26","135.5","1.81","32%","-3%","235","24","61","41","11","2","7","22","9","69","9","2","6","4","75"
"*0515v*","David Hamilton","MIL","2B,3B,SS","279","FA","28","132","1.94","23%","-2%","190","31","45","35","5","2","3","13","21","50","17","5","1","1","68"
"*03nru*","Jesus Sanchez","TOR","OF","282","FA","28","131","1.79","45%","-2%","215","22","59","38","14","0","7","29","10","52","1","1","5","4","73"
"*05139*","Michael Massey","KC","2B","289","FA","28","129.5","1.96","18%","+1%","193","24","51","30","14","0","7","27","9","33","2","0","0","4","66"
"*05jrh*","Colt Keith","DET","3B","294","FA","24","128.5","1.67","53%","-1%","226","30","56","40","9","2","5","18","12","45","4","0","3","4","77"
"*051em*","Kerry Carpenter","DET","OF","295","FA","28","128","2.1","71%","0%","171","21","40","22","4","2","12","35","15","60","0","0","4","1","61"
"*041xv*","Nathaniel Lowe","CIN","1B","297","FA","30","127.5","1.96","29%","-1%","178","20","45","24","12","0","9","25","25","51","0","0","0","1","65"
"*04pvs*","Blaze Alexander","BAL","3B,OF","300","FA","27","126.5","1.76","45%","+1%","182","22","55","39","12","1","3","25","13","45","8","3","3","5","72"
"*0311f*","Victor Caratini","MIN","C","311","FA","32","124","2.03","31%","+5%","193","19","46","34","6","0","6","31","22","44","0","0","8","4","61"
"*03de9*","Rhys Hoskins","CLE","1B","313","FA","33","124","1.85","18%","-1%","192","25","35","15","13","0","7","29","37","72","0","0","3","3","67"
"*04bpj*","Taylor Walls","TB","SS","316","FA","29","123.5","1.9","10%","+1%","188","30","42","31","9","2","0","18","26","55","12","2","2","2","65"
"*0317o*","Jeff McNeil","ATH","2B,OF","322","FA","34","121.5","1.58","31%","-1%","244","23","57","44","10","0","3","22","21","35","1","2","4","7","77"
"*05ras*","Colton Cowser","BAL","OF","325","FA","26","120","1.62","59%","-3%","179","27","42","31","3","0","8","27","22","58","3","2","1","1","74"
"*04efc*","Tyler Freeman","COL","OF","326","FA","27","120","2.14","21%","+1%","185","25","51","41","6","1","3","22","9","28","5","3","14","11","56"
"*03whq*","Ty France","SD","1B","330","FA","31","119.5","2.03","11%","+1%","165","20","42","23","7","2","10","29","10","45","1","1","4","5","59"
"*05js5*","Coby Mayo","BAL","1B,3B","334","FA","24","118.5","1.74","43%","-1%","210","28","40","21","9","0","10","31","18","77","1","0","2","3","68"
"*064n8*","Nathan Church","STL","OF","340","FA","25","116.5","1.82","22%","0%","194","25","50","35","9","1","5","20","11","45","5","2","2","3","64"
"*05135*","Jake Mangum","PIT","OF","344","FA","30","115.5","1.78","31%","-1%","185","23","55","47","7","0","1","14","11","37","14","5","2","4","65"
"*03dei*","Lane Thomas","KC","OF","347","FA","30","115","1.64","28%","-1%","185","20","40","28","7","0","5","23","30","48","4","3","2","3","70"
"*062ho*","Javier Sanoja","MIA","3B,OF,RP","349","FA","23","114.5","1.73","16%","-1%","183","15","47","32","13","0","2","26","11","21","5","1","0","2","66"
"*04pqq*","Matt Vierling","DET","OF","354","FA","29","113.5","1.6","9%","-1%","207","18","42","25","11","1","5","27","17","37","3","2","0","4","71"
"*06bs4*","Daniel Schneemann","CLE","2B,3B,OF","356","FA","29","113","1.66","26%","-2%","210","25","45","29","10","0","6","27","21","68","4","2","0","5","68"
"*025i9*","J.T. Realmuto","PHI","C","360","FA","35","112.5","1.94","54%","0%","195","21","40","26","9","0","5","24","17","43","3","0","5","3","58"
"*04up9*","Heriberto Hernandez","MIA","OF","358","FA","26","112.5","2.05","23%","0%","166","17","36","24","3","1","8","29","16","45","5","2","1","1","55"
"*04pmt*","Jeremiah Jackson","BAL","2B,OF","363","FA","26","112","1.7","24%","-1%","199","23","50","35","8","0","7","32","4","40","2","1","1","10","66"
"*031dw*","Mike Yastrzemski","ATL","OF","365","FA","35","111.5","1.51","22%","-1%","200","27","44","30","9","1","4","19","21","55","1","0","4","1","74"
"*04si2*","Andrew Vaughn","MIL","1B","369","FA","28","111","2.58","62%","-1%","121","16","40","24","12","2","2","24","16","14","0","0","2","2","43"
"*05gx0*","Nick Loftin","KC","2B,3B,OF","368","FA","27","111","2.27","22%","+14%","139","21","33","17","12","1","3","24","17","22","1","0","4","2","49"
"*0518n*","Vaughn Grissom","LAA","1B,2B","371","FA","25","110.5","2.21","20%","-3%","156","19","37","23","10","0","4","30","16","21","0","0","4","7","50"
"*01t9q*","Gary Sanchez","MIL","C","372","FA","33","110","2.29","24%","-1%","127","23","28","15","4","1","8","22","26","30","0","0","2","6","48"
"*04ppk*","Richie Palacios","TB","2B,OF","380","FA","29","108.5","1.81","11%","0%","169","23","39","30","6","2","1","21","23","37","7","5","3","4","60"
"*04aq4*","Adolis Garcia","PHI","OF","389","FA","33","105","1.57","46%","-4%","231","21","45","29","8","1","7","21","21","84","3","0","4","2","67"
"*02i3l*","Miguel Andujar","SD","3B","388","FA","31","105","1.72","22%","-3%","201","18","50","30","13","2","5","17","9","34","2","2","3","9","61"
"*03pix*","Tyler Stephenson","CIN","C","393","FA","29","104.5","1.63","31%","-2%","196","17","44","30","8","0","6","24","27","57","0","1","0","4","64"
"*05r9j*","Marcelo Mayer","BOS","2B,3B,SS","398","FA","23","103","1.47","54%","-1%","205","19","45","32","10","0","3","22","16","44","3","0","3","5","70"
"*06dqd*","Ben Williamson","TB","2B,3B","399","FA","25","103","1.72","13%","-1%","174","24","41","30","8","1","2","20","17","38","5","1","1","6","60"
"*0406v*","Esteury Ruiz","MIA","OF","405","FA","27","101.5","2.07","25%","0%","79","21","21","9","7","1","4","9","9","25","16","3","4","0","49"
"*04y94*","Jonny DeLuca","TB","OF","406","FA","27","101","2.1","16%","0%","141","19","37","20","13","0","4","23","6","30","7","2","0","6","48"
"*063vu*","Matt Shaw","CHC","3B,OF","408","FA","24","100.5","1.76","58%","+1%","130","20","32","20","6","2","4","20","12","27","4","1","3","2","57"
"*05rbs*","Moises Ballesteros","CHC","UT","416","FA","22","99","1.68","52%","-4%","156","16","36","24","6","0","6","23","17","36","1","0","0","1","59"
"*05tce*","Connor Norby","MIA","1B,3B","417","FA","26","99","1.52","32%","-1%","200","17","41","25","12","0","4","16","24","70","6","3","8","5","65"
"*04an8*","Wenceel Perez","DET","OF","419","FA","26","98.5","1.86","14%","-1%","161","22","29","17","4","1","7","17","14","29","3","1","0","1","53"
"*05rko*","Brandon Valenzuela","TOR","C","422","FA","25","98","1.88","25%","-4%","147","17","36","23","6","0","7","19","19","42","1","0","0","1","52"
"*04eew*","Ryan Vilade","TB","OF","424","FA","27","98","2.09","10%","-1%","123","12","34","22","6","1","5","27","12","28","3","0","0","2","47"
"*01s9c*","Randal Grichuk","CHW","OF,UT","420","FA","34","98","1.85","6%","-1%","112","21","30","13","8","0","9","22","5","28","0","0","1","2","53"
"*05rc3*","Masataka Yoshida","BOS","UT","426","FA","32","97.5","1.77","14%","0%","156","19","39","28","8","1","2","11","17","21","2","0","3","1","55"
"*04ee8*","Heliot Ramos","SF","OF","430","FA","26","97","2.16","72%","+1%","168","20","45","28","12","1","4","20","11","48","0","0","0","1","45"
"*051dl*","Edouard Julien","COL","1B,2B","429","FA","27","97","1.41","13%","-1%","188","25","42","33","6","1","2","18","27","58","4","3","1","6","69"
"*01usi*","Marcell Ozuna","PIT","UT","433","FA","35","96","1.71","31%","-1%","206","17","42","30","5","0","7","26","21","68","0","0","2","4","56"
"*05a1t*","Jorbit Vivas","WSH","2B,3B","434","FA","25","96","1.55","7%","+1%","154","21","40","30","7","0","3","15","15","22","0","1","4","3","62"
"*03avk*","Luis Rengifo","SD","2B,3B","439","FA","29","95","1.64","14%","-2%","185","19","38","29","9","0","0","19","19","24","3","2","1","2","58"
"*02yh5*","Amed Rosario","NYY","3B","440","FA","30","95","2.07","11%","0%","131","17","33","21","4","1","7","23","9","30","1","0","0","1","46"
"*03qmr*","Nathan Lukes","TOR","OF","444","FA","31","94.5","1.89","19%","0%","155","18","48","36","8","0","4","17","8","27","0","1","4","6","50"
"*05rkq*","Jose Fernandez","ARI","1B,SS","447","FA","22","94","1.71","22%","-1%","165","23","42","32","7","0","3","15","7","40","7","2","1","2","55"
"*031b2*","Jonah Heim","ATH","C","448","FA","31","93.5","2.34","16%","+1%","122","17","29","13","9","0","7","20","12","23","0","0","0","3","40"
"*04q56*","Logan O'Hoppe","LAA","C","451","FA","26","93","1.6","48%","-1%","179","19","42","30","8","0","4","22","14","48","0","0","3","3","58"
"*0310n*","Ryan McMahon","NYY","3B","450","FA","31","93","1.35","26%","-1%","186","19","39","27","4","0","8","23","15","62","3","1","0","5","69"
"*05xu0*","Drew Gilbert","SF","OF","455","FA","25","91.5","1.43","15%","0%","163","19","38","25","8","2","3","16","17","33","0","3","4","4","64"
"*05y7t*","Henry Bolte","ATH","OF","459","FA","22","90.5","2.15","56%","+4%","134","14","40","32","6","0","2","12","14","45","10","3","6","2","42"
"*05xu1*","Alex Freeland","LAD","2B,3B","460","FA","24","90.5","1.48","23%","-1%","172","23","41","31","7","0","3","17","22","55","1","0","1","4","61"
"*05t9l*","Max Muncy","ATH","3B","472","FA","23","87.5","2.08","43%","-1%","142","21","33","20","6","2","5","20","10","51","3","2","4","4","42"
"*031b3*","Isiah Kiner-Falefa","BOS","2B,SS","474","FA","31","87","1.85","11%","-2%","119","19","33","27","4","0","2","13","12","18","7","2","0","3","47"
"*029us*","Christian Vazquez","HOU","C","480","FA","35","86","1.56","11%","-2%","159","17","34","24","6","0","4","19","13","28","0","0","0","1","55"
"*02zpf*","Edmundo Sosa","PHI","2B,3B","479","FA","30","86","1.79","10%","0%","135","17","30","19","5","1","5","24","3","32","2","0","4","2","48"
"*05jr5*","Blake Dunn","CIN","OF","484","FA","27","84.5","2.22","14%","-1%","142","20","40","30","7","1","2","7","10","33","6","3","2","2","38"
"*04ppo*","Kyle Isbel","KC","OF","490","FA","29","83.5","1.49","16%","-1%","164","16","40","29","7","1","3","11","10","41","5","0","3","4","56"
"*03b6k*","Jorge Mateo","ATL","SS","492","FA","31","83.5","1.61","12%","-2%","107","25","28","19","5","0","4","11","6","33","8","1","0","2","52"
"*05132*","Ryan Kreidler","MIN","SS,OF","491","FA","28","83.5","2.04","11%","+3%","93","17","27","17","3","2","5","21","10","17","0","3","1","3","41"
"*04eme*","Tristan Gray","MIN","2B,3B,SS","489","FA","30","83.5","1.55","8%","-1%","145","15","36","27","5","0","4","28","8","49","2","0","1","1","54"
"*03qqb*","Myles Straw","TOR","OF","493","FA","31","83.5","1.14","5%","0%","129","24","31","23","6","0","2","12","13","21","2","1","0","1","73"
"*04ehj*","Dane Myers","CIN","OF","499","FA","30","81.5","1.29","6%","0%","115","18","29","21","5","0","3","13","17","35","5","0","2","4","63"
"*05oxc*","Henry Davis","PIT","C","502","FA","26","81","1.53","11%","0%","141","17","21","10","5","0","6","19","14","34","2","1","4","3","53"
"*0513c*","Joey Ortiz","MIL","SS","506","FA","27","80.5","1.18","19%","-1%","165","19","33","27","5","0","1","15","20","35","5","3","0","4","68"
"*041qv*","Alex Call","LAD","OF","509","FA","31","80","1.57","5%","0%","105","19","28","22","5","0","1","16","16","18","1","1","3","2","51"
"*05r3s*","Alejandro Osuna","TEX","OF","511","FA","23","79.5","1.59","8%","+1%","135","15","34","30","4","0","0","14","14","23","4","2","7","3","50"
"*0473m*","Zach McKinstry","DET","2B,3B,SS,OF","515","FA","31","78.5","1.33","26%","0%","173","13","33","23","5","2","3","14","22","35","1","3","0","3","59"
"*04z6k*","Luisangel Acuna","CHW","2B,SS,OF","517","FA","24","78","1.3","28%","0%","135","16","30","27","2","0","1","10","7","26","14","2","1","4","60"
"*02z0t*","Michael Conforto","CHC","OF","518","FA","33","78","1.47","8%","-1%","112","15","26","11","10","0","5","16","16","38","1","0","0","3","53"
"*04z8z*","Yohendrick Pinango","TOR","OF","520","FA","24","77.5","1.72","17%","-2%","134","11","37","25","7","0","5","20","9","33","0","0","0","5","45"
"*03zbp*","Jose Fermin","STL","2B,OF","526","FA","27","76","1.58","5%","0%","118","13","32","23","6","0","3","15","9","18","3","0","0","5","48"
"*066cn*","Wade Meckler","LAA","OF","527","FA","26","75.5","2.29","19%","-5%","99","15","28","19","7","0","2","15","13","25","2","0","0","0","33"
"*04sxv*","Jose Tena","WSH","3B","528","FA","25","75.5","1.22","5%","0%","149","20","33","19","9","2","3","16","11","53","2","0","1","5","62"
"*05rcd*","Joe Mack","MIA","C","532","FA","23","75","1.83","40%","+1%","124","20","31","22","5","0","4","18","10","34","0","0","1","5","41"
"*0648z*","Victor Scott","STL","OF","535","FA","25","75","1.23","26%","-1%","155","19","30","24","4","0","2","9","16","44","9","4","2","3","61"
"*06c36*","Brice Matthews","HOU","2B,OF","533","FA","24","75","1.03","24%","-1%","192","19","37","25","5","1","6","18","13","68","2","4","0","3","73"
"*03xs3*","Miguel Amaya","CHC","C","545","FA","27","72","1.57","13%","-1%","110","18","25","16","6","0","3","10","16","28","0","0","7","5","46"
"*03d6q*","Derek Hill","PHI","OF","546","FA","30","71.5","1.12","4%","+1%","112","16","27","19","2","0","6","13","7","43","7","4","1","1","64"
"*04eoj*","Jared Young","NYM","1B","549","FA","30","71","1.82","8%","-3%","103","14","24","14","4","0","6","14","10","26","0","0","2","2","39"
"*01usr*","Kyle Higashioka","TEX","C","552","FA","36","69.5","1.51","9%","0%","136","16","31","23","3","0","5","14","15","41","0","0","1","5","46"
"*06in4*","Hyeseong Kim","LAD","2B,SS","556","FA","27","68.5","1.59","30%","-1%","116","16","30","25","3","1","1","11","12","31","5","1","0","2","43"
"*05128*","Jared Triolo","PIT","SS","557","FA","28","68.5","1.34","12%","-1%","151","16","36","29","7","0","0","10","13","41","5","1","2","4","51"
"*045gu*","TJ Friedl","CIN","OF","560","FA","30","68","1.42","32%","-1%","160","15","28","20","6","0","2","8","13","42","5","0","4","1","48"
"*02bqh*","Trevor Story","BOS","SS","565","FA","33","67.5","1.65","58%","-1%","165","16","34","24","7","0","3","19","8","57","4","0","1","6","41"
"*04efi*","Connor Wong","BOS","C","567","FA","30","67.5","1.93","6%","0%","93","12","26","17","8","0","1","14","11","23","2","1","3","1","35"
"*041w3*","Eli White","ATL","OF","566","FA","32","67.5","1.35","4%","0%","105","13","23","15","4","1","3","14","6","23","4","0","1","1","50"
"*0529l*","Endy Rodriguez","PIT","C,1B","570","FA","26","66.5","2.22","21%","0%","82","13","21","12","6","0","3","11","17","23","2","0","0","3","30"
"*041ah*","Josh Lowe","LAA","OF","575","FA","28","66","1.35","28%","+1%","137","10","28","20","2","0","6","18","6","42","2","0","1","0","49"
"*01t5w*","Miguel Rojas","LAD","2B,SS","576","FA","37","66","1.16","7%","0%","116","12","31","23","6","0","2","13","9","14","0","1","2","5","57"
"*02nqg*","Luis Torrens","NYM","C","583","FA","30","65.5","1.26","5%","0%","140","15","30","20","9","0","1","15","7","33","0","0","4","1","52"
"*04eey*","MJ Melendez","NYM","OF","598","FA","27","63","1.12","5%","0%","120","14","23","13","5","1","4","11","17","50","0","1","5","0","56"
"*05jq3*","Joey Wiemer","WSH","OF","600","FA","27","62.5","1.95","13%","-1%","70","16","20","11","5","1","3","12","12","29","1","0","1","2","32"
"*04vvy*","Andruw Monasterio","BOS","2B,SS","599","FA","29","62.5","1.3","5%","0%","125","15","28","15","10","0","3","12","8","33","1","3","0","2","48"
"*0513l*","Brenton Doyle","COL","OF","604","FA","28","62","1.44","39%","0%","111","21","23","18","4","0","1","4","11","40","9","2","0","0","43"
"*039vx*","Jose Siri","LAA","OF","606","FA","30","62","1.82","6%","0%","71","17","19","12","3","0","4","16","6","20","1","1","1","3","34"
"*03qyb*","Donovan Walton","LAA","2B","609","FA","32","61.5","2.2","12%","+2%","85","13","27","17","7","0","3","12","3","17","0","0","0","1","28"
"*05ahg*","Austin Wells","NYY","C","613","FA","26","61","1.11","35%","-2%","166","16","26","20","2","0","4","10","23","50","1","0","0","5","55"
"*05gsg*","Justin Foscue","TEX","1B,2B","612","FA","27","61","1.65","10%","0%","82","11","22","13","4","0","5","13","7","22","0","0","2","2","37"
"*05145*","Darell Hernaiz","ATH","SS","616","FA","24","60.5","1.29","7%","0%","118","12","28","24","3","0","1","7","13","23","3","0","1","1","47"
"*03nri*","Lourdes Gurriel Jr.","ARI","OF","617","FA","32","60","1.76","28%","-1%","128","8","28","21","6","0","1","16","8","26","1","0","2","0","34"
"*04emt*","Jake Meyers","HOU","OF","618","FA","30","60","1.22","17%","-1%","132","14","27","18","6","0","3","11","10","30","1","2","1","3","49"
"*0514k*","Pedro Pages","STL","C","622","FA","27","59.5","1.32","10%","-1%","132","12","29","19","6","0","4","11","6","35","2","0","2","5","45"
"*04psr*","David Fry","CLE","OF,UT","621","FA","30","59.5","1.12","7%","0%","111","14","23","15","4","0","4","9","20","39","0","0","0","3","53"
"*01uc9*","Nick Castellanos","(N/A)","OF","624","FA","34","59","1.51","18%","-1%","115","9","22","13","5","0","4","20","5","34","2","0","0","1","39"
"*02brk*","Austin Hedges","CLE","C","625","FA","33","59","1.4","3%","0%","108","12","29","21","7","0","1","9","10","20","1","1","1","3","42"
"*02yk4*","Tyler O'Neill","BAL","OF","628","FA","31","58.5","1.12","21%","-1%","137","16","25","17","6","0","2","8","17","43","1","0","2","2","52"
"*05jn0*","Adrian Del Castillo","ARI","C","627","FA","26","58.5","1.17","10%","0%","144","11","27","19","4","0","4","20","12","45","0","0","0","5","50"
"*031cd*","Mitch Garver","SEA","C","630","FA","35","58","1.45","4%","0%","100","15","19","14","2","0","3","12","19","38","0","0","1","0","40"
"*05yfl*","Joey Loperfido","HOU","OF","634","FA","27","57.5","1.55","11%","0%","95","13","21","12","7","1","1","11","14","27","1","1","1","2","37"
"*04prc*","Brandon Lockridge","MIL","OF","633","FA","29","57.5","2.05","8%","0%","85","9","25","21","4","0","0","12","10","25","5","0","0","0","28"
"*05lo5*","Freddy Fermin","SD","C","638","FA","31","57","1.06","9%","0%","127","14","18","10","5","0","3","11","17","32","0","1","2","2","54"
"*041vt*","Samad Taylor","SD","OF,UT","646","FA","27","56.5","2.97","44%","+3%","68","12","22","20","1","0","1","11","10","23","6","1","0","2","19"
"*04o2x*","Davis Schneider","TOR","OF","645","FA","27","56.5","1.15","8%","-1%","98","16","15","7","5","0","3","12","18","39","1","0","0","1","49"
"*0515f*","Drew Millas","WSH","C","650","FA","28","55.5","1.23","2%","0%","118","16","22","16","4","0","2","10","10","31","0","0","3","0","45"
"*031el*","Danny Jansen","TEX","C","654","FA","31","55","1.34","10%","0%","123","11","21","11","6","1","3","12","13","40","1","1","5","5","41"
"*05u2k*","Hao-Yu Lee","DET","2B,3B","656","FA","23","54.5","1.18","12%","+1%","123","9","31","22","5","1","3","11","6","35","1","2","0","1","46"
"*03qtv*","Brett Sullivan","COL","C","659","FA","32","54","1.29","2%","0%","108","8","23","13","6","0","4","13","5","22","0","0","1","3","42"
"*05un2*","Edgar Quero","CHW","C","662","FA","23","53.5","0.97","22%","-1%","150","12","28","25","1","0","2","15","12","41","1","0","3","5","55"
"*04yuu*","Patrick Bailey","CLE","C","668","FA","27","52.5","0.92","14%","0%","155","13","27","21","3","1","2","12","12","43","2","0","0","5","57"
"*04pmw*","Alek Thomas","LAD","OF","671","FA","26","52.5","1.88","13%","0%","94","12","17","6","9","0","2","10","3","23","4","0","2","3","28"
"*04mrb*","Jorge Barrosa","ARI","OF","669","FA","25","52.5","0.91","3%","0%","106","15","19","6","10","1","2","9","9","35","0","0","1","1","58"
"*04y9i*","Tyler Callihan","PIT","OF","678","FA","26","51","2.32","14%","-5%","54","9","14","7","2","2","3","12","8","20","1","0","1","0","22"
"*041pq*","Taylor Trammell","HOU","OF","681","FA","28","50.5","1.44","3%","0%","87","11","23","15","5","1","2","9","8","33","1","0","1","0","35"
"*03pp5*","Blake Perkins","MIL","OF","684","FA","29","50","1","3%","0%","87","13","14","7","6","0","1","11","9","22","3","1","1","1","50"
"*04eep*","Luis Campusano","SD","C","691","FA","27","48.5","2.69","15%","0%","52","9","15","5","7","0","3","10","5","15","0","0","1","0","18"
"*03eet*","Yoan Moncada","LAA","3B","692","FA","31","48.5","1.18","10%","0%","111","9","21","16","1","1","3","10","17","45","1","0","2","2","41"
"*02mx2*","Tyrone Taylor","NYM","OF","693","FA","32","48.5","1.1","4%","0%","99","9","20","13","4","0","3","14","3","19","0","1","0","0","44"
"*03zcx*","Will Benson","CIN","OF","695","FA","28","48","0.94","6%","0%","96","11","18","11","3","1","3","6","16","38","1","1","1","0","51"
"*05m1b*","Denzer Guzman","LAA","3B,SS","698","FA","22","47.5","2.79","31%","+4%","67","7","18","12","3","0","3","12","6","15","1","1","0","1","17"
"*06am0*","Mickey Gasper","BOS","C","697","FA","30","47.5","1.4","7%","-1%","107","11","26","20","5","1","0","7","9","21","0","1","1","2","34"
"*05gwr*","Drew Romo","CHW","C","701","FA","24","47","1.52","8%","-1%","95","9","13","4","4","0","5","11","10","28","1","0","1","4","31"
"*03qjv*","Harrison Bader","SF","OF","704","FA","32","46","1.53","22%","0%","106","10","18","8","5","0","5","14","4","34","0","0","0","3","30"
"*05jpu*","Daniel Susac","SF","C","707","FA","25","45.5","1.23","16%","-2%","103","5","27","21","5","1","0","14","6","27","1","1","2","3","37"
"*01s9k*","Starling Marte","KC","OF,UT","710","FA","37","45","1.15","5%","0%","94","11","25","20","4","0","1","7","8","28","1","1","2","2","39"
"*04o78*","Matt Wallner","MIN","OF","712","FA","28","44.5","1.27","25%","0%","120","14","20","13","3","0","4","10","10","53","0","1","5","2","35"
"*048tn*","Carlos Narvaez","BOS","C","711","FA","27","44.5","0.93","19%","-1%","135","15","27","19","6","0","2","4","11","49","1","0","3","5","48"
"*04psu*","James Outman","DET","OF","714","FA","29","44","0.71","5%","0%","91","13","15","8","4","1","2","8","9","44","5","2","1","0","62"
"*041qd*","Jake Fraley","TB","OF","716","FA","31","43.5","1.45","7%","0%","82","6","19","10","7","0","2","5","8","25","3","0","0","1","30"
"*052ru*","Josh Smith","TEX","2B,SS","721","FA","28","43","1.26","25%","-4%","101","6","22","19","3","0","0","6","14","22","2","1","1","1","34"
"*0316t*","Adam Frazier","LAA","2B,OF","719","FA","34","43","1.05","5%","0%","81","15","17","10","5","1","1","6","9","28","0","0","1","1","41"
"*041sg*","Nicky Lopez","TEX","2B,3B","720","FA","31","43","1.39","3%","0%","83","8","26","24","1","0","1","6","3","14","3","2","1","2","31"
"*03qmh*","Jake Cronenworth","SD","2B","723","FA","32","42.5","1.33","30%","0%","97","13","14","11","2","0","1","4","14","23","1","0","3","1","32"
"*04pwl*","Hunter Feduccia","TB","C","725","FA","29","42.5","0.94","4%","0%","99","12","22","17","4","0","1","8","11","35","0","0","1","1","45"
"*03fhx*","Elias Diaz","TEX","C","724","FA","35","42.5","1.63","2%","0%","59","7","17","10","5","0","2","13","1","13","0","0","0","0","26"
"*070bf*","Sung Mun Song","SD","2B,3B","729","FA","29","41.5","1.3","21%","-1%","56","8","12","10","2","0","0","8","9","13","6","2","0","1","32"
"*026mn*","Javier Baez","DET","SS,OF","730","FA","33","41","1.71","21%","0%","78","10","20","13","5","0","2","6","2","16","1","1","1","2","24"
"*04qri*","Braden Shewmake","HOU","2B,SS","733","FA","28","40.5","1.45","6%","0%","74","8","18","12","3","0","3","8","2","13","0","0","0","1","28"
"*05rbw*","Esmerlyn Valdez","PIT","OF","738","FA","22","40","2.67","33%","+5%","42","8","11","3","3","0","5","10","3","18","0","0","0","1","15"
"*04llv*","Lenyn Sosa","TOR","1B,2B","741","FA","26","39.5","0.99","21%","0%","113","11","22","14","7","0","1","9","1","25","0","0","1","2","40"
"*0516g*","Ryan Ward","LAD","1B,OF","742","FA","28","39.5","1.98","17%","-4%","55","8","12","5","4","0","3","12","5","17","0","0","0","2","20"
"*04is5*","Everson Pereira","CHW","OF","750","FA","25","38.5","1.83","12%","-1%","69","7","16","9","4","0","3","7","5","23","1","0","2","2","21"
"*04mn4*","Joey Bart","ATL","C","746","FA","29","38.5","1.48","8%","-1%","72","10","17","13","1","0","3","9","2","21","0","0","1","0","26"
"*066lr*","Graham Pauley","MIA","3B","749","FA","25","38.5","1.1","6%","0%","91","9","16","7","8","0","1","11","5","23","1","1","0","3","35"
"*04y79*","Victor Mesa Jr.","TB","OF","748","FA","24","38.5","1.67","6%","0%","61","9","12","8","1","0","3","8","9","17","1","2","0","1","23"
"*05yc9*","Braxton Fulford","COL","C","747","FA","27","38.5","1.48","3%","0%","42","11","9","5","3","0","1","7","6","19","4","0","1","0","26"
