"ID","Player","Team","Position","RkOv","Status","Roster Status","Age","FPts","FP/G","Ros","+/-","AB","R","H","1B","2B","3B","HR","RBI","BB","SO","SB","CS","HBP","GIDP","GP"
"*02bu9*","Marcus Semien","NYM","2B","319","zyoung51","Reserve","35","145.5","1.77","55%","-1%","299","30","62","44","8","1","9","29","23","73","6","2","1","10","82"
"*05xtz*","Dalton Rushing","LAD","C","330","CLANK","Reserve","25","141.5","2.18","64%","-2%","190","31","46","26","10","0","10","30","23","61","0","0","4","2","65"
"*02jh6*","Eugenio Suarez","CIN","3B","349","joeybats","Reserve","35","133.5","1.85","82%","-1%","252","25","53","30","11","0","12","36","24","101","0","1","2","2","72"
"*04prt*","Lawrence Butler","ATH","OF","366","Greenbet","Reserve","26","129.5","1.42","57%","-2%","249","32","48","34","9","0","5","23","34","77","6","3","1","3","91"
"*03zcy*","Mark Vientos","NYM","1B,3B","381","Greenbet","Reserve","26","125.5","1.72","37%","-2%","237","25","50","30","9","0","11","35","12","61","0","0","3","11","73"
"*05rbw*","Esmerlyn Valdez","PIT","OF","385","Coop","Active","22","124","3.88","77%","+2%","108","24","33","12","7","1","13","34","13","46","0","1","0","4","32"
"*031t0*","Gleyber Torres","DET","2B","397","kyfaess","Reserve","29","121","2.75","80%","0%","159","27","45","35","6","0","4","18","30","34","0","0","2","2","44"
"*0596e*","Dylan Crews","WSH","OF","395","Sasso","Reserve","24","120.5","2.32","76%","-2%","188","29","39","26","6","0","7","20","13","45","6","0","6","3","52"
"*02mw6*","Corey Seager","TEX","SS","399","Jpanner","Inj Res","32","119.5","2.34","94%","0%","187","28","34","18","6","0","10","25","28","59","1","0","2","6","51"
"*04qnc*","Francisco Alvarez","NYM","C","401","joeybats","Reserve","24","118.5","1.77","63%","0%","218","22","56","38","7","0","11","24","19","63","0","0","3","14","67"
"*04my4*","Cal Raleigh","SEA","C","417","KRetiree","Reserve","29","115.5","1.65","99%","0%","252","23","41","25","7","0","9","29","36","93","2","1","1","5","70"
"*042sz*","Will Smith","LAD","C","420","GoldTY","Active","31","115","2.21","91%","0%","173","23","43","32","5","0","6","23","23","34","0","0","2","5","52"
"*03dp8*","Ramon Laureano","SD","OF","426","Kipp","Inj Res","32","112.5","2.12","40%","-1%","182","23","37","22","6","2","7","21","20","65","7","2","2","1","53"
"*066eo*","Cole Carrigg","COL","OF","447","Sasso","Active","24","110","3.24","68%","-1%","106","27","31","17","7","3","4","23","14","26","2","2","2","1","34"
"*02611*","Francisco Lindor","NYM","SS","441","Kipp","Active","32","109.5","2.49","98%","0%","168","23","37","24","4","3","6","16","18","31","2","1","2","2","44"
"*04e2u*","Brent Rooker","ATH","UT","442","KRetiree","Reserve","31","108.5","2.26","76%","-3%","180","20","36","22","4","0","10","29","19","65","2","0","2","3","48"
"*0524l*","Yainer Diaz","HOU","C","487","Greenbet","Reserve","27","98.5","2.05","57%","0%","176","19","43","28","9","0","6","23","6","29","0","1","1","5","48"
"*059bx*","Brady House","WSH","3B","489","Kipp","Minors","23","98","2.23","44%","0%","163","22","37","23","7","0","7","25","13","50","1","0","0","4","44"
"*04ai4*","Nolan Gorman","STL","3B","500","Kipp","Minors","26","95","1.53","30%","-1%","201","19","39","28","4","0","7","26","25","74","0","1","0","1","62"
"*02i2q*","Carlos Correa","HOU","3B,SS","521","CLANK","Inj Res","31","91","2.76","51%","0%","122","22","34","23","8","0","3","16","18","26","1","0","0","5","33"
"*04y9p*","Anthony Volpe","NYY","SS","529","Greenbet","Reserve","25","90.5","1.93","47%","-3%","143","18","35","27","6","1","1","14","21","37","7","4","0","0","47"
"*05ybv*","Jackson Holliday","BAL","2B","540","GoldTY","Active","22","88","1.8","81%","-1%","127","18","26","17","3","1","5","15","23","40","4","0","0","2","49"
"*05xty*","Dylan Beavers","BAL","OF","545","Coop","Inj Res","24","86.5","1.84","47%","-1%","140","19","34","21","11","0","2","14","16","39","4","3","2","1","47"
"*050c3*","Jasson Dominguez","NYY","OF","549","CLANK","Reserve","23","85.5","2.14","73%","-1%","148","15","34","20","9","0","5","11","6","33","6","0","1","1","40"
"*060ub*","Colt Emerson","SEA","SS","555","Sasso","Reserve","21","84","1.71","72%","-2%","154","17","30","17","5","1","7","20","13","58","3","1","2","2","49"
"*05rcg*","Braden Montgomery","CHW","OF","590","Hutch","Reserve","23","77","2.33","63%","-2%","119","17","28","15","9","1","3","17","10","26","1","1","1","4","33"
"*04qnd*","Noelvi Marte","CIN","OF","594","JMerkle","Reserve","24","76.5","1.78","61%","-3%","132","16","26","14","6","0","6","13","9","35","5","1","0","3","43"
"*05jse*","Tommy Troy","ARI","2B,OF","602","GoldTY","Reserve","24","74.5","1.91","31%","-1%","121","22","27","19","3","1","4","9","13","31","1","0","0","0","39"
"*041sq*","Tommy Edman","LAD","2B","607","kyfaess","Active","31","73.5","2.83","63%","+1%","78","15","27","19","5","1","2","14","8","17","2","1","4","2","26"
"*05tzp*","Jacob Gonzalez","PIT","1B,2B,SS","625","GoldTY","Active","24","69.5","1.99","30%","-4%","98","13","25","17","5","0","3","20","8","23","0","0","2","1","35"
"*04z6m*","Agustin Ramirez","MIA","C","631","CLANK","Minors","24","68","2.19","60%","-1%","113","14","26","18","5","1","2","14","13","28","3","1","2","5","31"
"*04pse*","Brendan Donovan","SEA","2B,3B","646","Jpanner","Reserve","29","64.5","2.48","82%","0%","84","9","23","15","4","1","3","8","11","15","1","1","5","0","26"
"*067xj*","Cooper Pratt","MIL","SS","665","kyfaess","Reserve","21","64.5","2.3","44%","0%","85","13","23","18","3","1","1","8","12","17","7","2","1","4","28"
"*06dlz*","Ryan Waldschmidt","ARI","OF","661","Sasso","Reserve","23","63","1.66","54%","0%","123","13","31","20","10","1","0","9","9","46","6","1","1","0","38"
"*05u9z*","Roman Anthony","BOS","OF","678","GoldTY","Inj Res","22","60.5","2.02","94%","0%","109","12","25","18","5","1","1","5","20","33","2","0","1","0","30"
"*04nq4*","Blaze Jordan","STL","1B,3B","719","Kipp","Reserve","23","53","2.12","38%","-6%","81","9","21","14","4","2","1","17","3","12","0","0","0","2","25"
"*01cdf*","Giancarlo Stanton","NYY","UT","729","JMerkle","Inj Res","36","51.5","2.15","67%","-1%","90","8","23","14","6","0","3","14","6","29","1","0","0","2","24"
"*04t3y*","Alejandro Kirk","TOR","C","725","Coop","Inj Res","27","51","1.7","56%","-2%","98","8","20","14","4","0","2","10","12","14","0","0","0","2","30"
"*047l7*","Luis Robert Jr.","NYM","OF","735","Jpanner","Inj Res","28","49.5","1.98","78%","+2%","88","10","19","14","3","0","2","8","13","19","2","2","0","2","25"
"*05vy9*","Pedro Ramirez","CHC","2B,3B,SS","741","joeybats","Reserve","22","47.5","1.64","27%","0%","66","9","18","11","5","1","1","10","5","11","2","0","0","3","29"
"*06hny*","Bryan Torres","STL","C,2B,OF","759","Greenbet","Active","29","45","1.36","9%","-1%","68","9","13","7","0","2","4","8","5","16","1","0","0","0","33"
"*05r1m*","Jordan Lawlar","ARI","3B,OF","804","JMerkle","Inj Res","24","36","3","68%","0%","38","6","12","9","2","0","1","4","3","10","4","0","3","0","12"
"*05wxy*","Kyle Teel","CHW","C","808","Hutch","Reserve","24","35.5","1.87","66%","-3%","63","9","12","8","2","0","2","14","6","27","0","0","1","1","19"
"*04yi8*","Spencer Jones","NYY","OF","822","JMerkle","Minors","25","34","1.13","54%","-1%","73","6","17","11","4","0","2","7","9","34","1","0","0","0","30"
"*0630f*","Gabriel Rincones Jr.","PHI","OF","870","Sethmc44","Reserve","25","27","1.12","11%","0%","74","7","13","7","4","0","2","7","2","22","0","0","1","2","24"
"*02yd1*","Jorge Polanco","NYM","UT","882","zyoung51","Inj Res","33","24","1.14","49%","-4%","80","4","13","8","4","0","1","3","6","16","0","0","0","1","21"
"*060yn*","Luis Lara","MIL","OF","950","Sasso","Reserve","21","16","2","54%","-1%","22","2","6","5","1","0","0","2","5","4","1","0","0","0","8"
"*05raw*","Harry Ford","WSH","C","944","GoldTY","Minors","23","16","5.33","42%","+3%","10","3","3","1","1","0","1","4","1","4","1","0","1","0","3"
"*05t9n*","Carson Williams","TB","SS","1042","KRetiree","Minors","23","8.5","0.71","44%","0%","30","6","3","2","1","0","0","3","2","11","0","0","0","1","12"
"*04qii*","Addison Barger","TOR","3B,OF","1071","JMerkle","Inj Res","26","6.5","0.65","63%","-1%","22","2","1","0","1","0","0","2","5","7","0","0","0","1","10"
"*05tzg*","Jace Jung","DET","3B","1113","Greenbet","Minors","25","3.5","1.17","18%","0%","6","1","1","1","0","0","0","0","2","1","0","0","0","0","3"
"*05tp7*","Tommy White","ATH","3B","1123","Coop","Reserve","23","3","1","40%","+15%","6","0","1","0","1","0","0","0","1","0","0","0","0","0","3"
"*06f0p*","Cooper Ingle","CLE","C","1136","Greenbet","Minors","24","2","0.29","26%","-3%","21","1","2","2","0","0","0","2","3","12","0","0","0","0","7"
"*05gss*","Jeferson Quero","MIL","C","1155","Kipp","Minors","23","1","1","27%","0%","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"*06alk*","Charlie Condon","COL","1B,OF","2780","Jpanner","Minors","23","0","0","64%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u3v*","Walker Jenkins","MIN","OF","5077","CLANK","Minors","21","0","0","63%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067yc*","Leo De Vries","ATH","SS","3203","GoldTY","Minors","19","0","0","63%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ibv*","Jesus Made","MIL","SS","5851","Coop","Minors","19","0","0","62%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u9y*","Max Clark","DET","OF","2690","Hutch","Minors","21","0","0","62%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rcf*","Joshua Baez","STL","OF","1611","Sasso","Minors","23","0","0","60%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0662o*","Sebastian Walcott","TEX","SS","9619","Hutch","Minors","20","0","0","55%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061zv*","Josue De Paula","LAD","OF","3198","GoldTY","Minors","21","0","0","55%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u36*","Aidan Miller","PHI","SS","6435","Jpanner","Minors","22","0","0","54%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06n8y*","Eli Willits","WSH","SS","9829","Hutch","Minors","18","0","0","52%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062cx*","Ethan Holliday","COL","SS","4883","JMerkle","Minors","19","0","0","51%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gsc*","Jordan Westburg","BAL","3B","9736","Sasso","Inj Res","27","0","0","51%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060la*","Jett Williams","MIL","2B,SS,OF","9810","CLANK","Minors","22","0","0","51%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06b72*","George Lombard Jr.","NYY","SS","5696","GoldTY","Minors","21","0","0","51%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c78*","Franklin Arias","BOS","SS","1493","JMerkle","Minors","20","0","0","50%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06j3f*","Luis Pena","MIL","2B,SS","7288","kyfaess","Minors","19","0","0","48%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06eyu*","Zyhir Hope","LAD","OF","4906","joeybats","Minors","21","0","0","48%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rfc*","Lazaro Montes","SEA","OF","6553","Sasso","Minors","21","0","0","47%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hx4*","Kaelen Culpepper","MIN","SS","2984","JMerkle","Minors","23","0","0","47%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mh4*","Edward Florentino","PIT","OF","3793","joeybats","Minors","19","0","0","47%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mnp*","Rainiel Rodriguez","STL","C","8082","Coop","Minors","19","0","0","46%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c79*","Eduardo Quintero","LAD","OF","7667","Coop","Minors","20","0","0","46%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066ir*","James Tibbs III","LAD","OF","9186","zyoung51","Minors","23","0","0","44%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ybr*","Ethan Salas","SD","C","8300","Kipp","Minors","20","0","0","44%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hea*","Caleb Bonemer","CHW","3B,SS","1984","KRetiree","Minors","20","0","0","44%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yai*","Bryce Rainer","DET","SS","7684","Hutch","Minors","21","0","0","44%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*054p6*","Emmanuel Rodriguez","MIN","OF","8029","GoldTY","Minors","23","0","0","44%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066ip*","Mike Sirota","LAD","OF","8708","Kipp","Minors","23","0","0","44%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06se6*","JoJo Parker","TOR","SS","7182","joeybats","Minors","19","0","0","43%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067yp*","Ralphy Velazquez","CLE","1B","9507","Jpanner","Minors","21","0","0","42%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ps2*","Josuar Gonzalez","SF","SS","4275","Sasso","Minors","18","0","0","42%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06k7t*","Andrew Fischer","MIL","3B","3762","Sethmc44","Minors","22","0","0","41%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u2m*","Theo Gillen","TB","OF","4151","kyfaess","Minors","20","0","0","41%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06626*","Alfredo Duno","CIN","C","3460","joeybats","Minors","20","0","0","41%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0637j*","Josue Briceno","DET","C,1B","2098","joeybats","Minors","21","0","0","41%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pg6*","Aiva Arquette","MIA","SS","1532","Coop","Minors","22","0","0","38%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06utg*","Dax Kilby","NYY","SS","5293","Sasso","Minors","19","0","0","38%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ibo*","Emil Morales","LAD","SS","6598","KRetiree","Minors","19","0","0","37%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pll*","Ethan Conrad","CHC","OF","2791","Jpanner","Minors","22","0","0","37%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yid*","Michael Arroyo","SEA","2B","1541","Kipp","Minors","21","0","0","36%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y3p*","Arjun Nimmala","TOR","SS","6840","Kipp","Minors","20","0","0","36%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gbg*","Zac Veen","COL","OF","9489","JMerkle","Minors","24","0","0","36%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pi0*","Eric Hartman","ATL","2B,OF","4593","GoldTY","Minors","20","0","0","36%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*071w9*","Luis Hernandez","SF","SS","4740","Coop","Minors","17","0","0","35%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u1y*","Cam Collier","CIN","1B,3B","2751","CLANK","Minors","21","0","0","34%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rw2*","Steele Hall","CIN","SS","4519","kyfaess","Minors","18","0","0","33%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05mx9*","Felnin Celesten","SEA","SS","2558","Kipp","Minors","20","0","0","33%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066sx*","Jonny Farmelo","SEA","OF","3664","Kipp","Minors","21","0","0","33%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c10*","Ike Irish","BAL","C,1B","5007","Sethmc44","Minors","22","0","0","32%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06m0g*","Elian Pena","NYM","SS","7276","joeybats","Minors","18","0","0","32%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ge1*","Ryan Clifford","NYM","1B,OF","2712","Kipp","Minors","23","0","0","32%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yix*","Jaison Chourio","CLE","OF","2659","Sethmc44","Minors","21","0","0","31%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ifw*","Josiah Hartshorn","CHC","1B,OF","4596","joeybats","Minors","19","0","0","30%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yak*","Xavier Neyens","HOU","3B","6820","Sasso","Minors","19","0","0","29%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06p5z*","Devin Fitz-Gerald","WSH","SS","3772","Hutch","Minors","20","0","0","29%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ich*","Jhonny Level","SF","SS","5595","Sasso","Minors","19","0","0","29%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06bsb*","Eduardo Tait","MIN","C","9033","Greenbet","Minors","19","0","0","28%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06psn*","Kevin Alvarez","HOU","OF","1369","Coop","Minors","18","0","0","27%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qr6*","Nate George","BAL","OF","4115","Coop","Minors","20","0","0","27%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xse*","Hector Rodriguez","CIN","OF","8041","KRetiree","Minors","22","0","0","27%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06alq*","Billy Carlson","CHW","SS","2404","Kipp","Minors","19","0","0","27%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y3q*","Blake Mitchell","KC","C","6480","Sethmc44","Minors","21","0","0","25%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mmx*","Juneiker Caceres","CLE","OF","2283","kyfaess","Minors","18","0","0","24%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hsz*","John Gil","ATL","SS","4141","CLANK","Minors","20","0","0","22%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05jre*","Enrique Bradfield Jr.","BAL","OF","2050","CLANK","Minors","24","0","0","21%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rry*","Tate Southisene","ATL","SS","8832","CLANK","Minors","19","0","0","21%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06o01*","Nathan Flewelling","TB","C","3788","kyfaess","Minors","19","0","0","21%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06dmp*","Max Anderson","DET","2B","1408","Jpanner","Minors","24","0","0","21%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062e5*","Vance Honeycutt","BAL","OF","4899","JMerkle","Minors","23","0","0","18%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ool*","Owen Ayers","CHC","C","1597","KRetiree","Minors","25","0","0","12%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ien*","Dante Nori","PHI","OF","6868","Jpanner","Minors","21","0","0","12%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yff*","Ethan Petry","WSH","OF","7435","CLANK","Minors","22","0","0","11%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06tu9*","Seong-Jun Kim","TEX","SS","5303","Greenbet","Minors","19","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xy2*","Patrick Winkel","TOR","C","9856","JMerkle","Minors","26","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
