"ID","Player","Team","Position","RkOv","Status","Roster Status","Age","FPts","FP/G","Ros","+/-","IP","ERA","K","W","ER","H","BB","SV","HLD","QS","HB","GP"
"*06gwk*","Payton Tolle","BOS","SP,RP","197","kyfaess","Reserve","23","219","12.88","91%","0%","95","3.32","103","5","35","78","27","0","0","8","3","17"
"*05y62*","Bryan Woo","SEA","SP","179","Hutch","Active","26","219","10.95","99%","0%","115.1","4.37","114","7","56","107","24","0","0","11","3","20"
"*05y72*","Landen Roupp","SF","SP","181","kyfaess","Active","27","218","10.9","87%","+2%","110","3.93","113","7","48","91","45","0","0","10","3","20"
"*03et8*","Ranger Suarez","BOS","SP","182","Coop","Reserve","30","218","12.11","98%","0%","95.1","3.02","103","4","32","84","26","0","0","7","2","18"
"*04yie*","George Kirby","SEA","SP","184","CLANK","Active","28","217","10.85","99%","0%","120","3.98","107","8","53","131","25","0","0","12","3","20"
"*04pq4*","Kyle Bradish","BAL","SP","186","Coop","Active","29","216","10.29","97%","0%","118","3.74","114","7","49","109","52","0","0","10","2","21"
"*05y23*","Tanner Bibee","CLE","SP","188","kyfaess","Reserve","27","215","9.77","95%","0%","125","3.89","97","4","54","111","37","0","0","13","2","22"
"*04mlt*","Shane McClanahan","TB","SP","190","kyfaess","Active","29","213","11.21","97%","0%","96","3.09","88","9","33","76","33","0","0","4","3","19"
"*041vm*","Dylan Lee","ATL","RP","191","JMerkle","Active","31","211","4.31","62%","0%","47.2","2.27","60","5","12","28","8","0","20","0","0","49"
"*05aoc*","Eury Perez","MIA","SP","193","Coop","Active","23","211","11.72","98%","0%","98.2","3.56","106","5","39","72","38","0","0","8","8","18"
"*0629b*","Walbert Urena","LAA","SP","234","CLANK","Active","22","206","10.84","69%","+2%","93.1","2.70","88","6","28","69","49","0","1","7","8","19"
"*0516x*","Brent Headrick","NYY","RP","219","Kipp","Active","28","204","3.85","43%","+13%","53.1","1.35","63","6","8","41","17","0","13","0","0","53"
"*01gya*","Aroldis Chapman","BOS","RP","203","zyoung51","Active","38","204","5.67","98%","0%","34","1.85","43","1","7","26","17","24","0","0","1","36"
"*05r3a*","Brandon Young","BAL","SP","204","CLANK","Active","27","203","11.94","68%","+4%","97.2","3.13","80","8","34","92","34","0","0","9","1","17"
"*04ej3*","Riley O'Brien","STL","RP","205","Sasso","Active","31","203","4.83","92%","0%","41.2","3.67","44","3","17","34","17","26","1","0","9","42"
"*05jp9*","Bryce Elder","ATL","SP","206","Sethmc44","Active","27","202","10.1","79%","+2%","113.2","3.96","98","6","50","105","37","0","0","11","2","20"
"*05133*","Andre Pallante","STL","SP","207","Hutch","Reserve","27","202","10.1","70%","0%","112.1","3.77","83","11","47","104","32","0","0","7","6","20"
"*03dau*","Trevor Megill","MIL","RP","210","joeybats","Active","32","202","4.93","94%","0%","39.1","2.97","49","2","13","28","11","17","7","0","1","41"
"*03pjf*","Michael Soroka","ARI","SP","212","kyfaess","Inj Res","28","200","13.33","89%","0%","82","3.07","79","8","28","72","17","0","0","7","5","15"
"*03dbm*","Logan Webb","SF","SP","217","GoldTY","Active","29","198","11","99%","0%","113","3.98","89","5","50","98","29","0","0","11","6","18"
"*04o2w*","Ben Brown","CHC","SP,RP","221","GoldTY","Reserve","26","197","9.85","71%","0%","68","1.85","65","4","14","45","19","1","2","3","2","20"
"*051eh*","Kevin Kelly","TB","RP","222","Greenbet","Active","28","197","4.58","53%","0%","47.2","2.27","35","5","12","34","8","4","20","0","3","43"
"*02hi7*","Kevin Gausman","TOR","SP","225","zyoung51","Active","35","195","8.86","99%","0%","121.2","4.59","123","4","62","120","35","0","0","11","1","22"
"*043ia*","Adrian Morejon","SD","RP","230","Coop","Reserve","27","193","3.94","58%","+1%","56.1","3.20","63","8","20","47","14","1","16","0","3","49"
"*066er*","Grant Taylor","CHW","SP,RP","233","Hutch","Active","24","192","4.92","76%","+2%","52.1","2.58","74","4","15","38","18","5","7","0","0","39"
"*02n2x*","Paul Sewald","ARI","RP","236","Sethmc44","Active","36","190","4.63","80%","0%","37.1","4.58","43","2","19","26","9","24","0","0","1","41"
"*03aqv*","Raisel Iglesias","ATL","RP","237","Sasso","Active","36","189","5.25","97%","0%","37","2.43","43","0","10","32","8","21","0","0","0","36"
"*06f1r*","Connelly Early","WSH","SP","240","KRetiree","Reserve","24","188","11.06","93%","0%","91.2","3.44","93","7","35","81","34","0","0","7","9","17"
"*04eqa*","Garrett Whitlock","BOS","RP","246","Sasso","Active","30","188","4.82","65%","+2%","39","2.08","41","6","9","28","6","2","19","0","0","39"
"*04mnw*","Ryan Weathers","NYY","SP","242","GoldTY","Active","26","187","9.35","87%","-1%","108","4.25","122","4","51","107","30","0","0","6","3","20"
"*04ew7*","Aaron Ashby","MIL","RP","243","CLANK","Active","28","185","3.78","68%","0%","60","3.30","82","12","22","54","30","0","9","0","2","49"
"*04aok*","Gregory Soto","PIT","RP","245","KRetiree","Active","31","184","4.18","72%","0%","43.2","3.71","49","5","18","28","18","13","7","0","2","44"
"*04eos*","Joey Cantillo","CLE","SP,RP","255","Greenbet","Active","26","180","8.18","88%","-1%","109.2","4.02","116","8","49","107","53","0","0","4","2","22"
"*05nso*","Abner Uribe","MIL","RP","256","kyfaess","Active","26","180","4.29","79%","0%","41.2","2.38","41","4","11","29","15","6","15","0","0","42"
"*05jq2*","Andrew Abbott","CIN","SP","257","KRetiree","Active","27","180","8.18","88%","0%","117","3.85","94","5","50","108","54","0","0","9","0","22"
"*04cwf*","Shane Baz","BAL","SP","259","joeybats","Active","27","179","8.52","88%","0%","122","3.98","107","4","54","125","44","0","0","8","3","21"
"*0403o*","Andres Munoz","SEA","RP","260","joeybats","Active","27","179","4.48","97%","0%","37.1","3.86","58","3","16","29","15","18","0","0","1","40"
"*0374m*","Tyler Rogers","TOR","RP","274","Coop","Reserve","35","175","3.57","47%","0%","47.2","1.51","27","1","8","38","13","2","22","0","0","49"
"*05vy6*","Bryce Miller","SEA","SP","266","Hutch","Active","27","175","14.58","96%","0%","68.2","2.75","71","4","21","52","11","0","0","3","1","12"
"*05yb8*","Chad Patrick","MIL","SP,RP","269","Kipp","Active","27","175","5.15","52%","0%","78.1","3.45","67","5","30","67","28","4","5","1","0","34"
"*04cd5*","MacKenzie Gore","TEX","SP","271","Sasso","Reserve","27","174","7.91","95%","0%","115.2","4.82","127","6","62","107","44","0","0","6","5","22"
"*04eud*","Shane Drohan","MIL","SP,RP","272","Hutch","Active","27","174","8.29","66%","+5%","82","3.51","82","5","32","75","23","1","2","4","3","21"
"*04q08*","Kyle Leahy","STL","SP,RP","273","Jpanner","Active","29","174","8.7","57%","+8%","101.1","3.55","88","7","40","102","34","0","0","5","5","20"
"*05uc4*","Troy Melton","DET","SP,RP","275","Hutch","Active","25","172","17.2","86%","+1%","60","1.95","55","5","13","38","19","0","0","5","2","10"
"*05jpd*","Ian Seymour","TB","SP,RP","277","JMerkle","Active","27","171","4.89","80%","-4%","73.2","4.64","86","6","38","58","27","2","10","1","4","35"
"*04ak5*","Trevor Rogers","BAL","SP","281","Jpanner","Active","28","168","8.84","92%","+1%","103.2","4.17","83","6","48","100","32","0","0","9","1","19"
"*05ym7*","Fernando Cruz","NYY","RP","290","Sethmc44","Active","36","166","3.39","43%","0%","44.1","2.44","55","4","12","31","27","2","16","0","2","49"
"*06apx*","Trey Yesavage","TOR","SP","291","Sasso","Active","23","163","10.19","97%","0%","85","3.92","87","4","37","58","42","0","0","6","2","16"
"*04azu*","Kumar Rocker","TEX","SP","292","Coop","Active","26","162","8.1","55%","+4%","102.2","4.03","93","4","46","94","38","0","0","6","3","20"
"*041r5*","Dustin May","STL","SP","293","Hutch","Reserve","28","162","8.1","75%","-2%","104","4.59","103","5","53","104","33","0","0","10","7","20"
"*03sef*","Seth Lugo","KC","SP","294","joeybats","Active","36","162","7.71","78%","+1%","117.2","4.36","94","4","57","123","38","0","0","12","5","21"
"*0473n*","Tyler Wells","BAL","SP,RP","297","Greenbet","Active","31","161","3.93","51%","0%","51","2.82","53","2","16","39","12","3","11","0","2","41"
"*05r01*","Robert Suarez","ATL","RP","298","joeybats","Inj Res","35","161","5.19","82%","0%","32","0.56","26","4","2","21","6","4","12","0","0","31"
"*02c5l*","Luke Weaver","NYM","RP","300","joeybats","Active","32","160","4","51%","+1%","42","1.93","43","2","9","24","11","1","14","0","2","40"
"*05yaz*","Will Warren","NYY","SP","311","Sasso","Reserve","27","157","7.48","91%","-1%","102","4.41","102","7","50","108","36","0","1","5","3","21"
"*03d6p*","Grant Holmes","ATL","SP","314","KRetiree","Active","30","156","7.8","63%","+1%","97.1","3.79","83","6","41","89","43","0","0","5","3","20"
"*02i2j*","Max Fried","NYY","SP","315","Sasso","Active","32","156","13","99%","0%","69.2","3.23","61","4","25","49","22","0","0","6","2","12"
"*0317q*","Griffin Jax","TB","SP,RP","317","Sasso","Active","31","155","5.74","81%","-1%","81","3.89","82","6","35","72","27","0","2","2","2","27"
"*04mjn*","Eduard Bazardo","SEA","RP","328","CLANK","Reserve","30","152","3.1","36%","0%","46","2.93","47","3","15","45","14","0","20","0","1","49"
"*01fhm*","Martin Perez","ATL","SP","330","Jpanner","Reserve","35","152","7.6","44%","+5%","90.1","3.49","69","6","35","74","37","0","0","2","2","20"
"*060i2*","Jake Bennett","BOS","SP","334","Coop","Active","25","150","15","78%","+2%","59.1","2.58","42","6","17","47","9","0","0","5","2","10"
"*04pma*","Daniel Lynch","KC","RP","335","Greenbet","Active","29","149","3.47","25%","+1%","43.1","2.08","34","4","10","28","12","1","12","0","2","43"
"*04auj*","Framber Valdez","DET","SP","349","Coop","Reserve","32","143","6.81","97%","0%","113.1","4.53","92","5","57","115","41","0","0","10","12","21"
"*064zm*","Didier Fuentes","ATL","SP,RP","357","Sethmc44","Reserve","21","140","4","54%","0%","43.1","2.70","51","4","13","38","13","1","10","0","2","35"
"*02n96*","Josh Hader","HOU","RP","363","Coop","Active","32","138","6.27","97%","0%","20","1.35","33","3","3","10","8","12","0","0","0","22"
"*04pxo*","Erik Sabrowski","CLE","RP","367","GoldTY","Active","28","137","3.61","49%","-1%","30.1","3.56","50","3","12","19","21","0","20","0","0","38"
"*05y2l*","Emmet Sheehan","LAD","SP","368","kyfaess","Reserve","26","137","7.21","91%","0%","92.2","4.95","104","4","51","87","29","0","0","5","7","19"
"*04auk*","Seranthony Dominguez","CHW","RP","386","Sethmc44","Active","31","134","3.27","58%","-2%","36.1","4.21","44","3","17","28","22","12","4","0","2","41"
"*05gdz*","Roki Sasaki","LAD","SP","378","Sasso","Active","24","133","7.39","88%","+3%","93.2","4.71","94","4","49","85","36","0","0","5","5","18"
"*03pov*","Brady Singer","CIN","SP","384","GoldTY","Reserve","29","132","6.6","70%","+8%","103.1","4.53","88","5","52","111","32","0","0","7","8","20"
"*01spo*","Gerrit Cole","NYY","SP","385","GoldTY","Active","35","132","12","98%","0%","62","3.92","66","3","27","56","12","0","0","6","1","11"
"*02bx4*","Clay Holmes","NYM","SP","391","KRetiree","Inj Res","33","130","14.44","82%","+2%","52.2","2.39","45","4","14","40","18","0","0","4","1","9"
"*05y0j*","Spencer Arrighetti","HOU","SP","392","Kipp","Active","26","130","7.65","79%","0%","88","4.60","87","7","45","68","50","0","0","6","14","17"
"*05xpq*","Christian Scott","NYM","SP","395","GoldTY","Active","27","129","9.21","65%","+3%","63.1","3.13","78","3","22","51","29","0","0","0","5","14"
"*0311c*","Devin Williams","NYM","RP","400","KRetiree","Active","31","127","3.34","91%","0%","34.2","4.41","48","3","17","37","19","14","0","0","0","38"
"*05ycf*","Noah Cameron","KC","SP","402","Greenbet","Active","27","127","6.35","72%","-3%","107.2","4.93","100","5","59","115","37","0","0","5","2","20"
"*05y5d*","Bradgley Rodriguez","SD","SP,RP","405","zyoung51","Active","22","125","2.98","17%","+1%","44.2","2.01","45","2","10","35","15","0","6","0","0","42"
"*03dc4*","Freddy Peralta","NYM","SP","409","JMerkle","Active","30","124","5.64","96%","-1%","113.2","4.99","113","5","63","120","48","0","0","4","5","22"
"*02btx*","Tyler Glasnow","LAD","SP","416","GoldTY","Inj Res","32","123","17.57","97%","0%","39.2","2.72","49","3","12","20","13","0","0","4","0","7"
"*031bl*","Kyle Finnegan","DET","RP","423","Jpanner","Active","34","121","2.69","33%","0%","46","2.54","36","2","13","42","25","2","12","0","1","45"
"*03i81*","Reynaldo Lopez","ATL","SP,RP","427","CLANK","Active","32","119","4.96","63%","0%","71.2","3.64","66","4","29","67","29","0","1","1","1","24"
"*066du*","Brad Lord","WSH","SP,RP","429","Greenbet","Reserve","26","118","4.37","23%","-1%","58","3.88","52","5","25","50","21","1","6","0","5","27"
"*03d6w*","Jack Flaherty","DET","SP","430","CLANK","Reserve","30","118","6.21","78%","-2%","86.1","4.59","102","3","44","80","42","0","0","2","7","19"
"*05rik*","Bubba Chandler","PIT","SP","434","Jpanner","Reserve","23","118","5.9","88%","+1%","100.2","4.47","90","3","50","84","56","0","0","3","5","20"
"*0425t*","Bailey Ober","MIN","SP","437","Kipp","Active","31","117","7.8","76%","+1%","81","4.56","60","7","41","79","22","0","0","4","2","15"
"*02n4s*","Matthew Boyd","CHC","SP","438","Sethmc44","Active","35","116","10.55","89%","+1%","59","3.81","55","6","25","56","17","0","0","4","4","11"
"*02bu3*","Brandon Woodruff","MIL","SP","439","JMerkle","Reserve","33","116","12.89","76%","-10%","45.1","2.98","47","2","15","28","10","0","0","3","1","9"
"*01svz*","Kenley Jansen","DET","RP","445","KRetiree","Active","38","115","3.71","74%","+1%","27.2","3.90","31","2","12","17","17","12","1","0","0","31"
"*03nuc*","Luis Castillo","SEA","SP","462","zyoung51","Reserve","33","111","5.84","80%","0%","94.2","4.85","84","3","51","96","30","0","1","4","5","19"
"*04pqo*","Braydon Fisher","TOR","SP,RP","467","Greenbet","Active","26","109","2.18","21%","-1%","52","4.15","52","3","24","39","26","1","8","0","3","50"
"*02c2r*","Carlos Rodon","NYY","SP","487","JMerkle","Reserve","33","106","11.78","93%","0%","46.1","3.30","52","4","17","32","26","0","0","3","1","9"
"*05uo2*","Logan Henderson","MIL","SP","491","kyfaess","Active","24","105","13.12","90%","+1%","38.1","3.05","47","4","13","29","7","0","0","1","1","8"
"*0515o*","Brandon Sproat","MIL","SP","525","kyfaess","Active","25","104","5.2","63%","-1%","92.2","5.05","96","3","52","83","46","0","0","4","9","20"
"*05h2u*","Jared Jones","PIT","SP","500","Jpanner","Active","24","101","10.1","85%","+2%","46","3.72","53","2","19","34","13","0","0","2","0","10"
"*04pmb*","Kris Bubic","KC","SP","536","Sasso","Inj Res","28","94","10.44","83%","0%","50.1","4.11","51","3","23","36","26","0","0","4","1","9"
"*05144*","Hunter Brown","HOU","SP","541","joeybats","Active","27","93","10.33","99%","0%","47","3.45","50","2","18","32","28","0","0","4","4","9"
"*066cf*","Zebby Matthews","MIN","SP","543","Kipp","Active","26","93","7.15","63%","-4%","76","5.21","59","4","44","76","24","0","0","8","2","13"
"*026t9*","Tyron Guerrero","BOS","RP","549","Kipp","Active","35","92","4","21%","0%","24","2.25","28","1","6","22","3","0","11","0","2","23"
"*04ali*","Edward Cabrera","CHC","SP","563","joeybats","Inj Res","28","89","6.36","79%","0%","72.1","5.10","65","5","41","72","29","0","0","4","1","14"
"*05t9g*","Gage Jump","ATH","SP","582","JMerkle","Active","23","85","7.73","73%","-2%","57","4.42","61","3","28","60","21","0","0","3","3","11"
"*04y9o*","Jack Leiter","TEX","SP","597","Jpanner","Reserve","26","81","5.4","70%","0%","80","5.29","83","3","47","80","35","0","0","2","4","15"
"*06ekq*","Zac Thornton","NYM","SP,RP","638","joeybats","Active","24","80","16","62%","+13%","29.2","2.43","22","2","8","20","7","0","0","4","0","5"
"*06ktn*","Tatsuya Imai","HOU","SP","570","Sethmc44","Reserve","28","79","5.27","80%","+3%","58.2","5.83","72","6","38","50","40","0","0","5","4","15"
"*05yj0*","Chase Dollander","COL","SP,RP","622","Hutch","Inj Res","24","77","7.7","48%","0%","44","3.89","47","3","19","39","18","0","0","1","3","10"
"*05138*","Matt Brash","SEA","RP","626","CLANK","Reserve","28","75","3.75","35%","0%","16.2","0.54","15","3","1","8","6","0","6","0","3","20"
"*0518g*","Trevor McDonald","SF","SP","651","Jpanner","Active","25","71","5.07","30%","-4%","70.1","5.12","57","3","40","69","23","0","0","5","12","14"
"*05tzo*","J.R. Ritchie","ATL","SP,RP","661","GoldTY","Minors","23","68","5.23","46%","-2%","54","4.50","49","1","27","43","33","1","2","1","4","13"
"*03ql5*","Ryan Helsley","BAL","RP","676","Greenbet","Reserve","32","64","3.76","75%","-3%","15.1","4.11","21","0","7","13","9","8","0","0","0","17"
"*041ps*","Nick Lodolo","CIN","SP","687","joeybats","Inj Res","28","62","5.17","84%","-1%","62.2","4.60","50","3","32","65","27","0","0","3","9","12"
"*05mre*","Spencer Strider","ATL","SP","689","KRetiree","Inj Res","27","62","7.75","87%","0%","39","5.31","46","4","23","33","20","0","0","2","1","8"
"*041ma*","Cole Ragans","KC","SP","712","Sasso","Inj Res","28","57","7.12","75%","-1%","35.1","4.84","45","1","19","27","23","0","0","3","0","8"
"*05u4l*","Daniel Palencia","CHC","RP","726","KRetiree","Reserve","26","54","2.84","77%","-1%","16.2","2.70","19","2","5","17","6","3","0","0","0","19"
"*02nax*","Matt Strahm","KC","RP","727","Jpanner","Active","34","54","1.38","19%","-1%","34.2","6.75","29","3","26","36","14","0","13","0","2","39"
"*061bo*","Rhett Lowder","CIN","SP","763","KRetiree","Reserve","24","48","2.67","54%","-2%","77","5.61","65","3","48","84","37","0","0","3","4","18"
"*05ubl*","Gabriel Hughes","COL","SP","776","joeybats","Active","24","45","11.25","25%","+4%","19.1","2.79","19","0","6","16","6","1","0","1","0","4"
"*05ajh*","Garrett Crochet","BOS","SP","816","Kipp","Inj Res","27","37","6.17","98%","0%","30","6.30","37","3","21","33","11","0","0","3","4","6"
"*041rf*","Shane Bieber","TOR","SP","820","kyfaess","Reserve","31","36","6","79%","+4%","30.2","4.70","22","2","16","32","12","0","0","2","0","6"
"*05uc7*","Noah Schultz","CHW","SP","826","Sasso","Reserve","22","36","2.77","61%","0%","60","6.15","54","3","41","56","31","0","0","2","6","13"
"*0316j*","Nick Pivetta","SD","SP","841","Sethmc44","Inj Res","33","34","8.5","86%","+1%","16","4.50","24","1","8","12","6","0","0","0","0","4"
"*04t40*","Brayan Bello","BOS","SP,RP","846","Jpanner","Reserve","27","33","2.36","43%","+1%","70.2","5.60","54","2","44","84","25","0","0","1","3","14"
"*05raz*","Chase Petty","CIN","SP,RP","847","JMerkle","Reserve","23","32","2.46","24%","0%","27.2","4.23","13","1","13","24","7","1","0","0","3","13"
"*05g4k*","Mick Abel","MIN","SP","853","Jpanner","Inj Res","24","32","8","54%","-1%","20.1","3.98","23","1","9","22","10","0","0","2","3","4"
"*04aea*","Hunter Greene","CIN","SP","884","Greenbet","Active","26","28","7","96%","0%","21.2","7.06","29","2","17","22","7","0","0","2","0","4"
"*05jpk*","Joe Boyle","TB","SP","914","Jpanner","Minors","26","22","7.33","29%","0%","15.2","5.17","16","0","9","11","6","0","0","1","0","3"
"*05gww*","Cade Horton","CHC","SP","921","CLANK","Inj Res","24","21","10.5","65%","0%","7.1","2.45","4","1","2","4","2","0","0","1","0","2"
"*02my5*","Edwin Diaz","LAD","RP","965","zyoung51","Reserve","32","16","2.29","95%","+1%","6","10.50","10","1","7","9","5","4","0","0","1","7"
