"ID","Player","Team","Position","RkOv","Status","Age","FPts","FP/G","Ros","+/-","IP","ERA","K","W","ER","H","BB","SV","HLD","QS","HB","GP"
"*03dap*","Brock Burke","CIN","RP","407","FA","29","122","2.39","7%","0%","48.1","2.79","40","3","15","37","29","1","11","0","2","51"
"*06luc*","Jack Dreyer","LAD","SP,RP","409","FA","27","121","2.95","19%","0%","41.1","2.83","47","4","13","31","10","0","5","0","1","41"
"*025it*","Jason Adam","SD","RP","410","FA","34","121","3.36","38%","-1%","32.1","2.51","22","2","9","30","8","2","17","0","2","36"
"*03dpg*","Kevin Ginkel","ARI","RP","418","FA","32","118","2.62","17%","0%","42","3.21","42","4","15","36","12","0","9","0","0","45"
"*0376h*","Tyler Alexander","TEX","SP,RP","419","FA","32","118","2.62","19%","-1%","44","2.86","39","1","14","45","12","4","8","0","2","45"
"*03db4*","Jonathan Loaisiga","ARI","RP","420","FA","31","118","2.74","8%","0%","40","2.02","29","2","9","31","9","1","8","0","1","43"
"*062ob*","Jose Ferrer","SEA","RP","422","FA","26","118","2.51","27%","-1%","42","2.79","35","3","13","44","13","3","10","0","4","47"
"*03qju*","Garrett Cleavinger","TB","RP","425","FA","32","117","3.55","34%","-1%","29","3.72","39","2","12","25","13","2","16","0","1","33"
"*03y4y*","Enyel De Los Santos","HOU","RP","426","FA","30","117","2.6","10%","0%","48","4.31","46","1","23","45","12","5","8","0","0","45"
"*05rb4*","Sam Bachman","LAA","RP","428","FA","26","116","3.14","20%","0%","43.1","3.95","45","1","19","34","20","1","15","0","2","37"
"*0423e*","Anthony Bender","MIA","RP","429","FA","31","116","3.31","16%","0%","34.1","2.62","41","1","10","21","12","2","8","0","3","35"
"*041mb*","Anthony Kay","CHW","SP,RP","430","FA","31","115","5.48","39%","-1%","98.2","4.29","81","6","47","95","40","0","0","3","19","21"
"*03qt6*","Tyler Phillips","MIA","SP,RP","433","FA","28","115","4.42","21%","-1%","79.1","3.52","58","2","31","74","36","2","0","2","2","26"
"*04tk1*","Slade Cecconi","CLE","SP","441","FA","27","112","5.6","47%","0%","103.2","4.60","82","4","53","116","34","0","0","5","3","20"
"*02bzn*","Colin Rea","CHC","SP","443","FA","36","112","5.33","38%","0%","105.2","4.85","81","7","57","112","38","1","0","3","7","21"
"*04b01*","Tomoyuki Sugano","COL","SP","446","FA","36","111","6.53","27%","-1%","90.2","4.76","51","9","48","94","23","0","0","5","2","17"
"*04mlh*","Ryan Rolison","CHC","RP","449","FA","29","110","3.24","6%","0%","39","2.54","40","5","11","31","17","1","3","0","0","34"
"*05jnq*","Clayton Beeter","WSH","RP","452","FA","27","109","3.52","38%","-1%","29.2","3.94","33","3","13","20","19","8","5","0","2","31"
"*05wxw*","Gordon Graceffo","STL","RP","455","FA","26","108","2.63","9%","0%","48.1","3.17","26","6","17","29","22","1","4","0","2","41"
"*04q1w*","Caleb Kilian","SF","SP,RP","456","FA","29","108","2.63","29%","-3%","40.1","4.69","48","2","21","36","18","8","3","0","1","41"
"*03qmm*","Jovani Moran","BOS","SP,RP","459","FA","29","107","3.82","6%","0%","42.1","2.76","47","2","13","22","19","0","2","0","1","28"
"*06guh*","Brandyn Garcia","ARI","RP","460","FA","26","107","3.45","19%","0%","25.2","1.75","29","0","5","13","6","1","11","0","3","31"
"*03d6n*","Erick Fedde","CHW","SP,RP","462","FA","33","106","5.3","21%","-2%","93","4.16","66","5","43","95","35","0","0","1","3","20"
"*04zay*","Kai-Wei Teng","HOU","SP,RP","467","FA","27","105","4.37","17%","-2%","66.1","4.21","66","4","31","60","29","0","3","2","9","24"
"*04y8z*","Erik Miller","SF","RP","471","FA","28","104","3.06","10%","0%","29.1","3.07","41","2","10","22","20","2","10","0","1","34"
"*05uy4*","Dylan Dodd","ATL","RP","470","FA","28","104","4.16","9%","0%","29.1","2.15","33","2","7","15","9","1","5","0","0","25"
"*0648y*","Mason Fluharty","TOR","SP,RP","472","FA","24","104","1.96","9%","-1%","40","4.28","47","4","19","42","17","1","11","0","1","53"
"*05xsm*","Chase Silseth","LAA","RP","474","FA","26","103","2.34","8%","0%","37.1","2.89","46","3","12","31","20","0","7","0","1","44"
"*041s4*","Lake Bachar","MIA","SP,RP","478","FA","31","103","3.03","7%","0%","52","3.63","58","1","21","37","20","1","1","0","3","34"
"*0312l*","Brad Keller","PHI","RP","481","FA","30","102","3.19","18%","-8%","31.1","4.02","32","2","14","29","13","3","13","0","2","32"
"*02hhj*","Ryne Stanek","STL","RP","483","FA","34","101","2.35","11%","0%","38.1","4.70","41","2","20","35","23","1","17","0","1","43"
"*04pvq*","PJ Poulin","WSH","SP,RP","485","FA","29","101","2.89","6%","-1%","36.2","2.70","25","3","11","27","21","3","7","0","1","35"
"*061t3*","Brennan Bernardino","COL","RP","486","FA","34","101","2.06","3%","0%","42.2","2.74","33","3","13","39","12","1","5","0","2","49"
"*04esc*","Keaton Winn","SF","RP","490","FA","28","99","2.91","19%","-1%","33.2","3.21","26","2","12","25","11","1","11","0","2","34"
"*02i3o*","Aaron Nola","PHI","SP","493","FA","33","99","4.71","76%","-2%","108.1","5.82","112","3","70","121","36","0","0","6","1","21"
"*04mlx*","Matthew Liberatore","STL","SP","494","FA","26","99","4.95","52%","0%","99","5.18","95","5","57","112","38","0","0","4","4","20"
"*04naz*","Tyler Holton","DET","SP,RP","495","FA","30","99","2.36","14%","0%","44.1","3.05","37","1","15","49","10","1","9","0","3","42"
"*050ok*","Yennier Cano","BAL","RP","496","FA","32","99","2.2","17%","-1%","33.2","2.41","28","1","9","27","8","1","8","0","1","45"
"*0313t*","Tyler Kinley","ATL","RP","498","FA","35","98","2.45","9%","-1%","35","4.11","36","5","16","30","14","0","10","0","1","40"
"*03aac*","Walker Buehler","SD","SP","500","FA","31","97","4.85","38%","-3%","94.2","5.23","84","6","55","95","40","0","0","3","4","20"
"*031fj*","Gabe Speier","SEA","RP","501","FA","31","97","3.03","24%","0%","26.1","2.05","21","1","6","20","10","1","13","0","3","32"
"*02hj7*","Merrill Kelly","ARI","SP","502","FA","37","97","5.39","61%","+1%","103.2","5.12","65","8","59","112","41","0","0","7","2","18"
"*04yid*","Ryne Nelson","ARI","SP,RP","505","FA","28","96","6.4","52%","0%","83.1","4.97","62","3","46","81","22","0","0","6","5","15"
"*04fq2*","Javier Assad","CHC","SP,RP","504","FA","28","96","6","30%","-4%","62.1","4.04","39","6","28","56","16","0","0","1","1","16"
"*03qm8*","JT Brubaker","SF","RP","509","FA","32","96","3.1","4%","0%","49.1","2.74","35","0","15","36","20","1","3","0","0","31"
"*04q3y*","Grant Anderson","MIL","RP","511","FA","29","95","2.38","5%","0%","44.1","3.45","36","3","17","32","18","0","5","0","0","40"
"*04pzi*","Evan Sisk","PIT","RP","514","FA","29","95","2.97","5%","0%","36.1","2.23","43","1","9","30","13","0","5","0","6","32"
"*04pmg*","Jonathan Bowlan","PHI","RP","521","FA","29","93","2.58","10%","-1%","33.2","2.94","39","2","11","27","8","0","5","0","2","36"
"*031ey*","Eric Lauer","LAD","SP,RP","522","FA","31","93","5.81","34%","0%","82","4.83","52","5","44","75","28","0","0","4","2","16"
"*05oyx*","Peyton Gray","TEX","RP","530","FA","31","91","3.03","7%","-1%","35.2","3.53","38","4","14","32","12","0","6","0","2","30"
"*061jc*","Tim Herrin","CLE","RP","531","FA","29","91","2.22","9%","0%","32.1","3.06","27","1","11","23","19","0","14","0","4","41"
"*05itb*","Randy Vasquez","SD","SP","533","FA","27","91","4.79","43%","-3%","87.2","4.72","63","6","46","106","27","0","1","4","3","19"
"*02x0f*","Sean Manaea","NYM","SP,RP","532","FA","34","91","4.33","38%","-4%","79.2","4.74","81","2","42","82","26","0","0","2","9","21"
"*03qo0*","Pete Fairbanks","MIA","RP","535","FA","32","91","2.76","76%","-3%","30.1","7.42","41","3","25","32","14","13","2","0","3","33"
"*057n0*","Anthony Nunez","BAL","RP","536","FA","25","91","2.53","10%","0%","41.1","4.57","42","2","21","35","16","3","6","0","2","36"
"*041x9*","Graham Ashcraft","CIN","RP","541","FA","28","89","3.42","22%","0%","27","3.33","32","1","10","17","16","1","10","0","0","26"
"*041am*","Lucas Erceg","KC","RP","545","FA","31","89","2.22","35%","-2%","38.1","5.40","27","4","23","42","23","12","3","0","4","40"
"*03ab0*","Luis Severino","ATH","SP","546","FA","32","89","7.42","43%","0%","62.2","4.16","65","2","29","61","31","0","0","3","2","12"
"*02hfr*","Caleb Thielbar","CHC","RP","547","FA","39","88","2.51","8%","0%","30","4.20","39","2","14","25","13","2","7","0","0","35"
"*03zlf*","Luis Medina","ATH","SP,RP","552","FA","27","87","2.56","6%","0%","46","3.72","55","2","19","45","24","0","5","0","3","34"
"*031hc*","Cole Sulser","TB","RP","553","FA","36","87","2.23","6%","0%","44.1","5.08","45","1","25","46","14","2","10","0","0","39"
"*03duu*","Ryan Thompson","ARI","RP","554","FA","34","86","2.1","7%","0%","36.2","2.95","26","4","12","38","10","0","7","0","3","41"
"*03poq*","Tony Santillan","CIN","RP","556","W <small>(Thu)</small>","29","86","2.53","27%","-1%","31","5.23","28","1","18","29","14","5","11","0","0","34"
"*0689r*","Yuki Matsui","SD","RP","566","FA","30","84","3.11","6%","0%","35.2","2.78","39","1","11","23","23","0","5","0","2","27"
"*02nbw*","Tejay Antone","CIN","RP","567","FA","32","84","2.8","4%","0%","30.1","2.37","26","1","8","20","8","1","4","0","2","30"
"*06qwb*","Jose Fermin","LAA","RP","574","FA","24","83","2.86","3%","0%","31.2","2.84","34","3","10","21","17","0","4","0","2","29"
"*05jq7*","Kyle Hurt","LAD","SP,RP","576","FA","28","82","2.48","10%","-2%","33.1","4.59","39","3","17","28","18","1","8","0","1","33"
"*05joq*","Connor Prielipp","MIN","SP","580","FA","25","81","6.23","38%","0%","66.2","5.00","71","2","37","66","25","0","0","3","5","13"
"*04ekf*","Calvin Faucher","MIA","RP","583","FA","30","80","1.9","11%","-1%","41.1","5.01","41","4","23","38","29","1","11","0","3","42"
"*0421q*","Greg Weissert","BOS","RP","584","FA","31","80","1.95","4%","0%","39.1","3.66","36","2","16","36","12","0","5","0","1","41"
"*02n2v*","Anthony Banda","MIN","RP","585","FA","32","79","2.03","5%","0%","34.1","4.46","33","2","17","31","15","2","10","0","8","39"
"*03qub*","Grant Wolfram","BAL","RP","586","FA","29","79","2.14","4%","0%","29.2","4.55","32","2","15","31","8","1","11","0","4","37"
"*0319c*","Mark Leiter Jr.","ATH","RP","587","FA","35","79","2.19","6%","0%","33.2","4.28","38","0","16","32","11","4","5","0","4","36"
"*060o9*","Juan Mejia","COL","RP","588","FA","26","79","1.93","3%","0%","45","5.40","46","3","27","46","23","4","6","0","2","41"
"*041tl*","Matt Festa","CLE","RP","595","FA","33","78","1.81","4%","0%","41.1","4.57","45","2","21","45","13","1","7","0","4","43"
"*041z3*","John Schreiber","KC","RP","596","FA","32","77","1.83","5%","0%","38.1","3.29","28","0","14","34","15","1","7","0","1","42"
"*03mjl*","Cam Booser","TB","RP","597","FA","34","77","4.05","6%","0%","20.2","1.74","26","0","4","10","4","0","5","0","0","19"
"*060u3*","Andrew Alvarez","WSH","SP,RP","599","FA","27","77","5.5","20%","-3%","53.1","4.22","55","2","25","55","25","1","2","0","2","14"
"*031dd*","Tim Mayza","PHI","SP,RP","601","FA","34","77","1.97","4%","0%","45","4.00","44","2","20","41","11","0","1","0","1","39"
"*031d4*","Zack Littell","WSH","SP,RP","603","FA","30","76","3.8","31%","-3%","96","5.34","61","7","57","100","30","0","0","1","3","20"
"*041w0*","Richard Lovelady","WSH","SP,RP","604","FA","31","76","2.3","5%","0%","30.1","3.86","27","2","13","34","21","4","9","0","3","33"
"*047sh*","Wandy Peralta","SD","SP,RP","605","FA","34","76","1.73","4%","0%","50.2","3.02","32","1","17","47","21","0","3","0","2","44"
"*0512q*","Justin Slaten","BOS","RP","607","FA","28","75","2.68","15%","0%","24.2","5.11","33","1","14","30","6","0","14","0","0","28"
"*01srb*","Jameson Taillon","CHC","SP","609","FA","34","75","5.36","43%","-1%","72","5.38","65","2","43","70","25","0","0","4","2","14"
"*05lg3*","Brandon Pfaadt","ARI","SP,RP","611","FA","27","75","4.41","56%","0%","59","4.58","44","4","30","59","18","0","2","1","4","17"
"*04022*","Tim Hill","NYY","RP","612","FA","36","75","1.63","8%","0%","38.1","4.23","18","3","18","35","9","1","9","0","4","46"
"*0519c*","Orlando Ribalta","WSH","RP","616","FA","28","74","2.47","3%","0%","28.1","3.81","25","0","12","23","11","2","8","0","0","30"
"*02bve*","Blake Treinen","LAD","RP","617","FA","38","74","2.55","8%","0%","23","3.52","25","4","9","21","10","1","6","0","1","29"
"*04paj*","Cole Winn","TEX","RP","618","FA","26","74","2","7%","0%","34.1","5.77","35","5","22","36","10","1","8","0","1","37"
"*031k3*","Trent Thornton","CHC","RP","619","FA","32","74","2.74","4%","-1%","30","2.70","13","3","9","21","10","3","1","0","1","27"
"*04aeh*","DL Hall","MIL","RP","620","FA","27","74","3.08","10%","0%","31","2.03","32","0","7","14","24","0","3","0","1","24"
"*03nqc*","Jose Suarez","ATH","RP","621","FA","28","73","2.15","3%","0%","53","4.42","58","1","26","56","22","1","2","0","3","34"
"*0312g*","Tyler Mahle","SF","SP","622","FA","31","72","4.5","37%","0%","83","5.31","77","2","49","87","33","0","0","2","1","16"
"*04tlv*","Bryan Abreu","HOU","RP","623","FA","29","72","2","42%","-1%","33","5.45","42","2","20","27","27","5","5","0","3","36"
"*066n1*","Justin Sterner","ATH","RP","624","FA","29","71","1.54","12%","-3%","42.2","6.12","40","2","29","46","13","1","12","0","0","46"
"*04ggi*","Andrew Kittredge","BAL","RP","628","FA","36","71","2.22","19%","-1%","28","3.86","25","1","12","29","7","3","5","0","0","32"
"*02c47*","Shawn Armstrong","CLE","RP","632","FA","35","70","1.89","9%","0%","32.1","4.18","33","2","15","28","17","0","8","0","2","37"
"*03cav*","Brent Suter","LAA","RP","633","FA","36","70","1.94","3%","0%","55.1","4.55","48","1","28","58","14","0","3","0","1","36"
"*04ehz*","Jeremiah Estrada","SD","RP","634","FA","27","69","3.29","41%","0%","20.2","3.48","23","2","8","13","10","1","6","0","0","21"
"*04etg*","Janson Junk","MIA","SP","635","FA","30","69","5.31","28%","-2%","69","5.09","51","4","39","73","20","0","0","2","1","13"
"*04k0w*","Camilo Doval","NYY","RP","637","FA","29","68","1.66","21%","-1%","37","4.38","35","3","18","36","15","1","4","0","2","41"
"*066dd*","Samy Natera Jr.","LAA","RP","639","FA","26","68","4.25","8%","0%","18.1","2.45","28","1","5","9","8","1","3","0","1","16"
"*05tjx*","Steven Cruz","KC","RP","642","FA","27","67","2.03","2%","0%","35","4.63","42","2","18","28","16","1","2","0","1","33"
"*06am5*","Luinder Avila","KC","SP,RP","643","FA","24","67","3.53","16%","0%","63","4.86","57","5","34","63","35","0","0","1","2","19"
"*031cy*","Emilio Pagan","CIN","RP","645","FA","35","67","3.19","72%","-1%","19.1","5.59","19","2","12","17","8","9","0","0","2","21"
"*0311r*","Sam Moll","CIN","RP","646","FA","34","67","1.43","2%","0%","41","4.39","45","1","20","34","23","1","4","0","5","47"
"*041g5*","Elvis Alvarado","ATH","RP","647","FA","27","66","2.44","14%","-3%","29","5.59","36","3","18","23","13","2","4","0","1","27"
"*0427a*","Casey Legumina","TB","RP","648","FA","29","66","2","2%","0%","41.1","3.92","29","2","18","42","11","0","6","0","6","33"
"*02xid*","Albert Suarez","BAL","RP","649","FA","36","66","4.13","3%","0%","40.2","3.54","28","2","16","36","13","1","0","0","0","16"
"*05k3i*","Justin Bruihl","STL","RP","652","FA","29","66","1.53","1%","0%","47.2","3.40","32","0","18","46","19","0","6","0","8","43"
"*04mlr*","Jeffrey Springs","ATH","SP","653","FA","33","66","3.3","45%","-2%","102.2","5.96","86","3","68","108","38","0","0","4","2","20"
"*05u6r*","Robert Gasser","MIL","SP","655","FA","27","65","6.5","35%","-4%","51.1","4.91","48","2","28","48","14","0","0","2","5","10"
"*041uv*","Jesse Scholtens","TB","RP","656","FA","32","65","7.22","8%","0%","37.2","3.82","30","5","16","36","11","0","0","0","3","9"
"*03yui*","Alex Lange","KC","RP","658","FA","30","65","1.62","27%","-5%","41","6.15","41","1","28","39","23","9","1","0","5","40"
"*0314j*","Ryan Yarbrough","NYY","SP,RP","661","FA","34","64","2.56","6%","0%","39.2","3.86","28","2","17","31","16","2","0","0","3","25"
"*041wc*","Joel Kuhnel","MIL","RP","663","FA","31","64","1.83","7%","0%","35.1","4.84","22","1","19","40","12","6","5","0","4","35"
"*05rcp*","Tommy Nance","MIN","RP","664","FA","35","64","1.83","2%","0%","36.1","3.96","39","2","16","34","16","0","2","0","0","35"
"*04px6*","Cooper Criswell","SEA","RP","666","FA","29","64","2.46","4%","0%","30.2","3.52","23","2","12","28","8","1","3","0","1","26"
"*02n0v*","Hoby Milner","CHC","RP","667","FA","35","64","1.68","4%","0%","35.2","3.53","18","1","14","34","9","1","6","0","3","38"
"*02n3l*","Taylor Rogers","MIN","RP","669","FA","35","63","1.5","9%","0%","35.1","5.60","30","4","22","43","15","2","9","0","2","42"
"*03btm*","Jose Alvarado","PHI","RP","670","FA","31","63","1.5","12%","-1%","36","6.25","50","3","25","44","14","1","9","0","6","42"
"*061cq*","Ryan Watson","BOS","RP","673","FA","28","63","1.91","1%","0%","52.2","4.44","42","1","26","49","19","1","1","0","3","33"
"*04coa*","Trevor Richards","CHW","RP","674","FA","33","63","2.33","1%","0%","38.2","3.96","38","0","17","31","12","0","1","0","0","27"
"*06fz3*","Mitch Farris","LAA","SP,RP","680","FA","25","61","2.9","4%","0%","42.2","3.59","42","0","17","42","18","0","1","0","1","21"
"*05y6w*","Hunter Dobbins","STL","SP","682","FA","26","61","10.17","17%","+2%","28.1","3.18","28","2","10","27","10","1","0","1","1","6"
"*05u6p*","Brant Hurter","DET","RP","683","FA","27","61","2.9","8%","0%","25.1","2.84","18","4","8","15","12","0","1","0","1","21"
"*02brc*","Adrian Houser","SF","SP,RP","688","FA","33","60","3.16","15%","0%","83","5.10","56","2","47","89","28","0","1","2","4","19"
"*03yxh*","Cal Quantrill","TEX","SP,RP","692","FA","31","60","2.86","10%","-1%","53.1","4.05","32","3","24","53","17","0","0","1","5","21"
"*03r06*","Ryan Feltner","COL","SP","693","FA","29","60","4.29","14%","-4%","65.2","5.48","50","3","40","65","28","0","0","5","1","14"
"*04eqw*","Isaac Mattson","PIT","RP","694","FA","31","60","1.76","4%","0%","32.2","4.13","29","0","15","31","14","0","8","0","1","34"
"*051c3*","Andrew Nardi","MIA","RP","697","FA","27","59","2.36","4%","0%","22.2","5.16","27","3","13","21","11","0","8","0","1","25"
"*030vs*","Kirby Yates","LAA","RP","698","FA","39","59","2.27","20%","-2%","22.2","3.57","30","0","9","15","9","3","0","0","3","26"
"*03vcw*","Jordan Hicks","CHW","SP,RP","702","FA","29","59","1.9","8%","0%","28.1","3.49","33","0","11","23","19","1","4","0","1","31"
"*04w53*","Jaden Hill","COL","RP","703","FA","26","59","1.84","6%","0%","26.2","5.06","28","0","15","27","17","2","11","0","3","32"
"*05r0r*","Enmanuel De Jesus","DET","SP,RP","709","FA","29","57","2.59","4%","0%","31.2","3.98","31","2","14","27","13","1","0","0","0","22"
"*0657l*","Jack Perkins","ATH","SP,RP","712","FA","26","56","2.24","22%","-1%","62.2","6.75","76","2","47","65","24","3","2","0","7","25"
"*03djb*","Jalen Beeks","TEX","RP","713","FA","33","56","1.93","4%","0%","26","3.81","21","2","11","28","8","0","6","0","0","29"
"*04em6*","Will Vest","DET","RP","714","FA","31","56","2.07","22%","-1%","26.2","6.08","27","3","18","28","10","2","7","0","2","27"
"*04pxq*","Gus Varland","WSH","RP","718","FA","29","55","1.72","4%","0%","31.2","6.25","30","1","22","41","15","6","6","0","0","32"
"*04ppz*","Jake Irvin","WSH","SP","719","FA","29","55","5","20%","0%","51.2","5.23","58","2","30","48","22","0","0","0","6","11"
"*03ppa*","A.J. Minter","NYM","RP","721","FA","32","55","2.62","9%","-1%","21","1.71","18","1","4","19","2","0","1","0","0","21"
"*02buh*","Scott Barlow","KC","RP","728","FA","33","53","1.47","5%","0%","33.1","6.48","29","2","24","26","19","2","10","0","7","36"
"*04g1x*","David Peterson","CHC","SP,RP","729","FA","30","53","2.65","37%","0%","89","5.97","74","5","59","101","38","1","1","1","3","20"
"*05ybe*","Travis Adams","MIN","RP","733","FA","26","52","2.6","1%","0%","29.2","5.16","34","2","17","27","14","2","1","0","0","20"
"*05mrv*","Eric Orze","MIN","RP","737","FA","28","51","1.42","3%","0%","41.1","5.66","36","2","26","42","21","1","7","0","2","36"
"*02hdy*","Pierce Johnson","CIN","RP","739","FA","35","50","1.52","4%","0%","29","5.28","26","2","17","28","12","1","5","0","0","33"
"*04pyp*","Kody Funderburk","MIN","RP","740","FA","29","50","1.72","3%","0%","27.1","3.95","18","1","12","20","19","1","6","0","2","29"
"*04pxp*","Victor Vodnik","COL","RP","743","FA","26","49","1.69","12%","0%","31.1","5.46","23","3","19","35","19","4","4","0","1","29"
"*03dbu*","Sam Hentges","SF","RP","747","FA","30","49","1.81","2%","0%","20.1","2.66","23","1","6","17","16","0","5","0","3","27"
"*041yb*","Dean Kremer","BAL","SP","752","FA","30","48","8","52%","-3%","32","5.06","34","1","18","30","8","0","0","2","0","6"
"*03qln*","Jimmy Herget","COL","SP,RP","754","FA","32","47","1.74","6%","-1%","27.1","5.27","28","0","16","31","12","3","5","0","2","27"
"*04pvl*","Mike Burrows","HOU","SP","755","FA","26","47","2.61","33%","-1%","94.2","5.99","75","4","63","112","35","0","0","4","4","18"
"*05oqe*","Ty Madden","DET","SP,RP","757","FA","26","47","5.87","19%","0%","23.1","3.09","28","0","8","17","9","0","0","0","1","8"
"*01xfr*","Patrick Corbin","TOR","SP","758","FA","37","47","2.47","11%","-1%","80","5.51","63","3","49","98","25","1","0","1","6","19"
"*06qxg*","Tyler Davis","CHW","RP","760","FA","27","46","1.92","1%","0%","26.1","4.10","22","2","12","17","15","1","0","0","0","24"
"*03zo6*","Cionel Perez","NYM","RP","764","FA","30","46","1.39","1%","0%","37.2","5.50","35","3","23","44","16","0","5","0","0","33"
"*046yd*","Dennis Santana","PIT","RP","765","FA","30","46","1.05","32%","-1%","41.2","6.05","37","2","28","42","21","2","5","0","2","44"
"*041qr*","Aaron Civale","CHC","SP","769","FA","31","44","2.59","21%","-4%","77","5.49","60","5","47","102","25","0","0","1","2","17"
"*03di1*","Matt Gage","SF","RP","772","FA","33","43","1.26","3%","0%","27.1","5.60","22","4","17","28","17","1","5","0","1","34"
"*0514m*","Chris Murphy","CHW","RP","773","FA","28","43","1.95","2%","0%","23","4.30","22","3","11","21","12","1","1","0","2","22"
"*03di6*","Jordan Romano","COL","RP","774","FA","33","43","2.53","15%","-1%","13.2","6.59","20","0","10","15","10","7","1","0","1","17"
