"ID","Player","Team","Position","RkOv","Status","Roster Status","Age","FPts","FP/G","Ros","+/-","AB","R","H","1B","2B","3B","HR","RBI","BB","SO","SB","CS","HBP","GIDP","GP"
"*05yby*","Kevin McGonigle","DET","3B,SS","26","Coop","Active","21","308.5","3.12","99%","0%","373","61","105","73","20","3","9","35","63","61","11","1","3","2","99"
"*041pz*","Pete Alonso","BAL","1B","28","Greenbet","Active","31","307","2.98","100%","0%","384","63","95","55","19","0","21","66","54","112","4","1","6","10","103"
"*03oh0*","Willson Contreras","BOS","1B","30","zyoung51","Active","34","304.5","3.24","98%","0%","331","52","97","55","18","2","22","66","37","95","2","2","17","7","94"
"*03m6o*","Yandy Diaz","TB","UT","31","Sethmc44","Active","34","303.5","3.13","99%","0%","377","56","116","84","17","1","14","60","39","59","2","1","9","11","97"
"*04y4e*","Corbin Carroll","ARI","OF","32","Sethmc44","Active","25","303","3.09","100%","0%","365","58","92","46","20","11","15","48","48","96","11","2","4","6","98"
"*0326s*","Ketel Marte","ARI","2B","33","Hutch","Active","32","302.5","3.09","100%","0%","395","56","102","61","20","3","18","59","31","63","4","0","2","4","98"
"*05jr0*","Alec Burleson","STL","1B,OF","34","Hutch","Active","27","302","3.02","99%","0%","383","53","107","68","23","1","15","69","34","64","3","0","4","9","100"
"*03ynj*","Juan Soto","NYM","OF","36","joeybats","Active","27","300","3.57","100%","0%","293","46","83","52","8","2","21","52","61","48","7","3","0","4","84"
"*040b5*","Randy Arozarena","SEA","OF","37","Kipp","Active","31","298","3.14","99%","0%","345","63","97","64","21","1","11","45","40","86","19","6","17","9","95"
"*01cgo*","Freddie Freeman","LAD","1B","38","Sethmc44","Active","36","297","2.97","100%","0%","377","54","109","68","25","1","15","51","50","72","4","0","3","14","100"
"*05u2v*","Hunter Goodman","COL","C","39","JMerkle","Active","26","295.5","3.11","99%","0%","357","64","92","45","16","0","31","57","34","129","5","4","4","6","95"
"*06aw3*","JJ Wetherholt","STL","2B,SS","40","joeybats","Active","23","294.5","3.07","99%","0%","377","62","97","72","10","0","15","40","42","69","10","0","14","1","96"
"*03120*","Cody Bellinger","NYY","OF","44","GoldTY","Active","31","289.5","2.9","99%","0%","367","52","94","60","20","3","11","52","54","69","10","5","0","2","100"
"*03zbh*","Fernando Tatis Jr.","SD","2B,OF","45","Kipp","Active","27","288.5","2.86","99%","0%","395","52","113","83","20","2","8","46","39","89","25","10","4","9","101"
"*03fi0*","Ozzie Albies","ATL","2B","46","Sasso","Active","29","287.5","2.85","99%","0%","393","64","103","67","21","0","15","55","30","63","1","3","5","3","101"
"*05gx4*","Dillon Dingler","DET","C","47","Coop","Active","27","287","3.09","95%","0%","347","53","94","49","21","2","22","65","24","82","0","0","11","10","93"
"*05xu5*","Zach Neto","LAA","SS","49","joeybats","Active","25","286.5","2.84","99%","0%","395","69","94","52","21","2","19","46","45","141","13","9","7","3","101"
"*05yb0*","T.J. Rumfield","COL","1B","50","Sethmc44","Reserve","26","286","2.8","80%","0%","357","45","106","70","21","2","13","52","43","58","0","0","7","2","102"
"*03qjy*","Brandon Lowe","PIT","2B","51","zyoung51","Active","32","285.5","3.01","99%","0%","375","61","91","48","21","1","21","65","39","115","1","0","2","3","95"
"*03mew*","Luis Arraez","SF","1B,2B","52","Jpanner","Active","29","284","2.96","96%","0%","381","48","122","89","22","7","4","37","25","18","8","0","3","6","96"
"*04o4s*","Shea Langeliers","ATH","C","54","zyoung51","Active","28","281.5","3.06","100%","0%","372","55","98","57","18","0","23","51","34","95","2","1","5","4","92"
"*0414g*","Luis Garcia Jr.","WSH","1B,2B","53","KRetiree","Active","26","281.5","2.96","95%","0%","322","46","90","49","16","4","21","70","15","55","4","1","0","6","95"
"*05ynb*","Liam Hicks","MIA","C,1B","57","KRetiree","Active","27","280.5","3.05","90%","0%","319","53","91","67","9","1","14","60","35","35","2","0","6","4","92"
"*03ae8*","Dansby Swanson","CHC","SS","59","KRetiree","Reserve","32","279","2.85","94%","-1%","334","63","71","40","12","3","16","58","39","86","14","0","1","4","98"
"*05t9v*","Jonathan Aranda","TB","1B","60","joeybats","Active","28","278.5","2.79","98%","0%","367","48","105","74","17","0","14","65","53","99","0","0","8","10","100"
"*0316v*","Jake Bauers","MIL","1B,OF","61","Hutch","Active","30","278.5","2.99","88%","0%","313","57","80","46","15","1","18","59","50","99","6","1","3","3","93"
"*02i2k*","Byron Buxton","MIN","OF","62","zyoung51","Active","32","277.5","3.56","99%","0%","313","57","86","44","16","1","25","45","23","83","7","1","4","2","78"
"*04n8z*","Xavier Edwards","MIA","2B,SS","64","Sethmc44","Active","26","277","2.69","99%","0%","376","51","109","84","13","6","6","37","52","58","14","3","0","11","103"
"*0512v*","Michael Harris II","ATL","OF","65","joeybats","Active","25","276.5","2.91","99%","0%","361","49","107","70","19","0","18","60","15","75","6","1","2","3","95"
"*02c68*","Trea Turner","PHI","SS","66","JMerkle","Active","33","276.5","2.77","99%","0%","410","69","100","68","18","0","14","40","28","99","17","2","2","5","100"
"*05udp*","Elly De La Cruz","CIN","SS","68","KRetiree","Active","24","275.5","3.36","100%","0%","326","55","90","54","15","4","17","46","37","99","16","6","2","5","82"
"*01s8u*","Mike Trout","LAA","OF,UT","69","JMerkle","Active","34","275.5","3.28","99%","0%","303","59","71","39","14","0","18","39","71","95","8","0","5","6","84"
"*04hyc*","Ivan Herrera","STL","C","70","Hutch","Active","26","275","2.72","97%","0%","373","62","90","64","14","1","11","41","51","76","5","0","24","14","101"
"*060x1*","Wilyer Abreu","BOS","OF","71","joeybats","Reserve","27","274.5","2.77","97%","0%","379","52","99","60","21","3","15","50","41","87","6","3","2","7","99"
"*03qyv*","Jake McCarthy","COL","OF","72","Hutch","Active","28","274.5","3.08","87%","0%","305","44","93","56","21","6","10","56","18","59","17","4","4","4","89"
"*04t9b*","Michael Busch","CHC","1B","74","KRetiree","Active","28","271","2.68","95%","0%","372","46","91","59","17","2","13","54","65","104","2","1","10","6","101"
"*050w9*","Gunnar Henderson","BAL","SS","77","Sasso","Active","25","269.5","2.64","100%","0%","422","60","95","56","19","3","17","44","35","107","8","4","8","7","102"
"*02mzg*","Max Muncy","LAD","3B","78","GoldTY","Active","35","267.5","2.82","97%","0%","313","58","82","45","16","1","20","47","43","83","1","0","3","4","95"
"*05jp4*","Casey Schmitt","SF","2B,3B,OF","79","Coop","Active","27","267","2.81","89%","0%","374","45","102","64","17","1","20","51","11","78","9","1","7","6","95"
"*04nb2*","Riley Greene","DET","OF","81","KRetiree","Active","25","265","2.62","99%","0%","365","53","104","67","21","1","15","50","53","116","2","1","2","10","101"
"*045qo*","Jazz Chisholm Jr.","NYY","2B","82","CLANK","Active","28","262.5","2.71","99%","0%","342","51","77","46","13","2","16","43","37","113","27","5","1","4","97"
"*04pbq*","Geraldo Perdomo","ARI","SS","84","kyfaess","Active","26","261","2.66","97%","0%","346","48","82","58","14","3","7","36","60","50","16","9","4","8","98"
"*05t2b*","Daylen Lile","WSH","OF","83","Coop","Reserve","23","261","2.58","93%","-1%","393","52","96","59","22","4","11","49","26","78","10","5","5","6","101"
"*03pje*","Taylor Ward","BAL","OF","86","KRetiree","Active","32","260.5","2.55","93%","0%","379","61","95","68","20","0","7","27","80","95","4","3","6","7","102"
"*04yig*","Brooks Lee","MIN","3B,SS","85","Kipp","Active","25","260.5","2.66","89%","-1%","362","46","92","59","15","3","15","56","28","65","6","4","2","5","98"
"*01svq*","Manny Machado","SD","3B","87","KRetiree","Active","34","259.5","2.62","99%","0%","362","50","73","35","16","0","22","59","49","91","2","2","0","10","99"
"*04pkr*","Nico Hoerner","CHC","2B","88","Kipp","Active","29","259","2.59","98%","0%","400","40","98","70","23","1","4","43","36","36","14","3","5","7","100"
"*04si3*","Brayan Rocchio","CLE","2B,SS","89","Sethmc44","Active","25","259","2.59","78%","0%","345","43","95","69","15","2","9","48","27","54","15","5","7","5","100"
"*05gtn*","Tyler Soderstrom","ATH","1B,OF","91","CLANK","Active","24","258","2.87","99%","0%","323","48","80","41","21","2","16","48","46","66","1","1","3","8","90"
"*03nmw*","Ian Happ","CHC","OF","90","Sasso","Active","31","258","2.63","97%","0%","360","63","80","42","18","2","18","45","55","130","4","1","6","9","98"
"*030uc*","Rafael Devers","SF","1B","94","Coop","Active","29","257.5","2.52","99%","0%","389","51","94","47","26","1","20","53","40","121","0","0","1","9","102"
"*01ub6*","Jose Ramirez","CLE","3B","95","Sethmc44","Inj Res","33","257","3.52","99%","0%","273","43","66","38","18","0","10","35","41","44","24","2","1","1","73"
"*0630d*","Drake Baldwin","ATL","C","96","CLANK","Active","25","256.5","3.29","99%","0%","302","56","83","59","6","0","18","54","38","73","2","1","7","8","78"
"*04071*","Isaac Paredes","HOU","3B","98","Jpanner","Active","27","256","2.64","93%","0%","353","41","92","60","18","1","13","53","39","62","0","0","13","10","97"
"*06aly*","Carson Benge","NYM","OF","99","Greenbet","Active","23","255.5","2.58","92%","0%","373","52","98","72","13","2","11","40","30","89","16","2","4","4","99"
"*041q8*","Brandon Marsh","PHI","OF","100","Sethmc44","Active","28","254.5","2.6","93%","-1%","360","54","105","72","15","2","16","47","20","103","8","3","2","2","98"
"*04b02*","Seiya Suzuki","CHC","OF,UT","103","Sethmc44","Active","31","253","2.94","98%","0%","321","54","87","54","16","0","17","53","43","94","1","0","3","9","86"
"*04fhb*","Julio Rodriguez","SEA","OF","106","Jpanner","Active","25","251.5","2.73","100%","0%","361","48","93","62","16","0","15","43","30","83","12","3","4","7","92"
"*05gsi*","Ceddanne Rafaela","BOS","OF","107","Sethmc44","Reserve","25","250.5","2.56","96%","0%","371","48","104","67","25","3","9","43","18","77","13","6","6","8","98"
"*03yrz*","William Contreras","MIL","C","110","Kipp","Active","28","250","2.6","99%","0%","364","49","99","75","14","0","10","57","36","56","1","2","3","10","96"
"*02w7p*","Alex Bregman","CHC","3B","109","JMerkle","Active","32","250","2.5","97%","0%","393","50","94","68","15","1","10","44","51","74","2","1","8","10","100"
"*03aqw*","Mauricio Dubon","ATL","2B,SS,OF","111","zyoung51","Active","32","250","2.58","81%","-1%","366","47","96","63","21","2","10","53","26","58","3","2","2","4","97"
"*05ahe*","Curtis Mead","WSH","1B,3B","112","Kipp","Active","25","250","2.94","76%","+1%","279","48","72","37","17","1","17","48","35","62","6","2","4","6","85"
"*05rch*","Colson Montgomery","CHW","3B,SS","114","JMerkle","Active","24","248","2.58","98%","0%","358","48","79","38","17","0","24","57","34","130","1","1","9","4","96"
"*0597k*","Nick Gonzales","PIT","2B,3B","113","zyoung51","Active","27","248","2.56","70%","0%","364","58","114","90","17","1","6","46","28","72","4","2","6","11","97"
"*05ua7*","Jackson Merrill","SD","OF","115","kyfaess","Active","23","247","2.49","98%","0%","387","47","87","57","15","1","14","44","29","104","20","2","1","6","99"
"*03pir*","Kyle Tucker","LAD","OF","116","Coop","Active","29","246.5","2.57","99%","0%","347","54","82","55","18","2","7","48","48","79","6","0","2","3","96"
"*03dgq*","Ryan O'Hearn","PIT","1B,OF","118","Coop","Active","32","246","2.8","95%","0%","328","51","90","61","13","0","16","64","28","84","1","0","5","13","88"
"*06fzu*","Kazuma Okamoto","TOR","1B,3B","120","Greenbet","Active","30","245","2.47","97%","0%","358","50","81","47","12","0","22","62","38","124","0","0","6","8","99"
"*03pjd*","Josh Naylor","SEA","1B","119","Hutch","Reserve","29","245","2.55","96%","0%","376","39","98","77","13","0","8","37","31","50","21","4","4","14","96"
"*05m49*","Jung Hoo Lee","SF","OF","122","Greenbet","Active","27","242.5","2.58","83%","-3%","354","50","107","77","21","4","5","34","15","37","6","0","4","5","94"
"*04ppi*","Kody Clemens","MIN","1B,2B,OF","124","CLANK","Active","30","241","2.71","80%","-1%","325","47","78","38","19","3","18","48","22","84","6","2","5","6","89"
"*03ojr*","Vladimir Guerrero Jr.","TOR","1B","127","kyfaess","Active","27","239","2.46","99%","0%","359","52","92","70","16","0","6","41","43","54","7","1","4","13","97"
"*05uei*","Chase DeLauter","CLE","OF","126","JMerkle","Active","24","239","2.78","95%","0%","324","34","93","62","19","1","11","50","33","48","4","2","0","7","86"
"*04p10*","Bryson Stott","PHI","2B","128","zyoung51","Reserve","28","239","2.46","83%","-2%","342","40","86","55","19","5","7","42","27","68","17","0","2","8","97"
"*05y7x*","Cole Young","SEA","2B","129","Kipp","Reserve","22","238.5","2.32","71%","0%","371","48","92","64","14","1","13","48","26","73","3","3","7","4","103"
"*06plc*","Sam Antonacci","CHW","2B,3B,SS,OF","132","Sasso","Active","23","234.5","2.9","82%","0%","284","52","79","58","12","2","7","30","24","51","13","5","18","1","81"
"*04azv*","Jake Burger","TEX","1B","133","zyoung51","Reserve","30","234.5","2.39","75%","-1%","362","42","86","54","15","0","17","61","30","105","2","0","3","5","98"
"*01sy3*","Nolan Arenado","ARI","3B","135","joeybats","Active","35","234","2.41","65%","0%","330","49","81","48","19","0","14","46","33","80","3","0","6","8","97"
"*041qb*","Bo Bichette","NYM","3B,SS","136","Sethmc44","Active","28","232.5","2.28","98%","0%","403","51","103","77","15","1","10","51","29","79","1","0","2","13","102"
"*02bq2*","Brandon Nimmo","TEX","OF","138","Sethmc44","Reserve","33","232.5","2.42","93%","0%","368","41","99","63","22","4","10","39","32","87","4","1","6","8","96"
"*04alp*","Ernie Clement","TOR","2B,3B,SS","137","JMerkle","Active","30","232.5","2.35","90%","0%","381","44","113","81","23","1","8","32","14","39","3","1","1","6","99"
"*04aee*","Jo Adell","LAA","OF","140","Coop","Reserve","27","232","2.27","91%","-1%","394","44","95","64","15","1","15","57","13","94","3","0","14","12","102"
"*03pit*","Trent Grisham","NYY","OF","141","CLANK","Active","29","232","2.83","86%","-1%","281","50","63","36","14","2","11","41","45","54","7","1","0","4","82"
"*0512e*","Spencer Steer","CIN","1B,OF","143","Jpanner","Active","28","231.5","2.41","86%","-1%","335","54","81","51","14","0","16","40","34","83","3","0","6","10","96"
"*05y4b*","Caleb Durbin","BOS","3B","147","Kipp","Not On Team","26","230","2.45","79%","+1%","312","44","74","45","18","1","10","44","23","46","11","4","6","6","94"
"*04y44*","Josh Jung","TEX","3B","152","Hutch","Active","28","227.5","2.47","88%","-1%","354","46","104","71","23","1","9","35","33","71","1","1","6","14","92"
"*0622w*","Chandler Simpson","TB","OF","154","Jpanner","Active","25","226.5","2.38","87%","0%","351","43","102","86","10","6","0","19","20","35","26","11","0","3","95"
"*03zlh*","Oneil Cruz","PIT","OF","155","GoldTY","Inj Res","27","226","3.53","99%","0%","250","45","66","42","10","0","14","44","30","98","21","4","3","3","64"
"*06dsa*","Kyle Karros","COL","3B","157","CLANK","Active","23","225.5","2.3","59%","-3%","293","49","76","47","18","2","9","35","44","71","3","0","4","2","98"
"*05m1e*","Jackson Chourio","MIL","OF","159","Hutch","Active","22","225","3.31","99%","0%","282","49","78","48","17","0","13","39","24","78","10","1","2","3","68"
"*05zh9*","Luke Keaschall","MIN","2B,OF","160","JMerkle","Reserve","23","225","2.34","86%","-1%","322","51","84","65","14","1","4","28","37","58","12","4","11","5","96"
"*04ya4*","Nasim Nunez","WSH","2B,SS","163","zyoung51","Reserve","25","224.5","2.36","58%","0%","288","44","73","65","4","3","1","30","34","73","37","4","1","4","95"
"*025gb*","Xander Bogaerts","SD","SS","166","Coop","Active","33","223","2.3","76%","-1%","338","41","75","57","9","0","9","38","45","72","13","1","3","4","97"
"*05vy5*","Carter Jensen","KC","C","169","Jpanner","Reserve","23","221","2.33","91%","0%","333","44","80","44","22","0","14","52","34","106","1","0","1","3","95"
"*04en7*","Garrett Mitchell","MIL","OF","171","kyfaess","Reserve","27","218.5","2.38","63%","0%","292","45","81","48","22","3","8","48","38","109","7","5","2","2","92"
"*05u9q*","Jac Caglianone","KC","1B,OF","174","Sasso","Active","23","216.5","2.28","96%","0%","337","46","87","52","17","2","16","37","25","105","3","1","4","4","95"
"*0648n*","Chase Meidroth","CHW","2B,SS","175","Kipp","Reserve","24","216.5","2.21","67%","-1%","363","57","100","76","17","0","7","34","38","97","1","2","2","4","98"
"*04pst*","Jarren Duran","BOS","OF","176","Kipp","Active","29","216","2.3","94%","-1%","363","43","69","43","10","3","13","52","28","118","14","2","4","2","94"
"*05y3u*","Munetaka Murakami","CHW","1B,3B","178","zyoung51","Inj Res","26","214.5","3.25","99%","0%","230","49","53","26","7","0","20","42","53","95","1","3","1","2","66"
"*04yk2*","Spencer Torkelson","DET","1B","181","JMerkle","Reserve","26","212","2.1","81%","-1%","344","42","71","34","18","0","19","50","43","128","0","1","5","9","101"
"*04mn5*","Alec Bohm","PHI","3B","180","CLANK","Reserve","29","212","2.16","66%","-2%","364","33","82","54","15","0","13","53","25","60","1","0","6","13","98"
"*05zde*","Travis Bazzana","CLE","2B","184","KRetiree","Active","23","209.5","2.95","88%","0%","265","34","65","40","14","2","9","33","37","69","15","3","4","1","71"
"*03pom*","Austin Riley","ATL","3B","189","GoldTY","Active","29","207","2.05","94%","0%","366","43","79","53","13","1","12","48","33","120","6","1","9","7","101"
"*04s1g*","Gabriel Moreno","ARI","C","188","kyfaess","Active","26","207","2.76","81%","0%","258","41","78","56","15","0","7","34","37","46","4","1","3","6","75"
"*02z0s*","Aaron Judge","NYY","OF","195","CLANK","Inj Res","34","202","3.42","99%","0%","214","43","53","26","10","0","17","38","42","72","5","3","2","8","59"
"*051d0*","Troy Johnston","COL","1B,OF","198","JMerkle","Active","29","200","2.17","47%","-3%","291","33","86","59","24","0","3","41","30","56","4","5","5","3","92"
"*05gwy*","Masyn Winn","STL","SS","200","Sethmc44","Reserve","24","199","2.14","60%","-1%","334","39","80","62","12","2","4","42","33","74","8","2","7","7","93"
"*04eig*","Jose Caballero","NYY","SS,OF","201","JMerkle","Reserve","29","198.5","2.28","85%","-1%","287","36","69","48","11","0","10","37","17","71","23","8","5","9","87"
"*03btu*","Willi Castro","COL","2B,3B,SS,OF","202","CLANK","Reserve","29","198.5","2.23","65%","0%","312","43","81","57","15","0","9","43","28","95","6","4","4","3","89"
"*051ia*","Spencer Horwitz","PIT","1B","203","GoldTY","Reserve","28","198","2.68","59%","0%","246","36","69","47","11","1","10","33","40","40","1","0","5","10","74"
"*04pr1*","Steven Kwan","CLE","OF","212","Greenbet","Active","28","195","2.03","75%","+1%","319","42","78","63","12","2","1","18","50","36","6","2","3","7","96"
"*060jo*","Cam Smith","HOU","OF","213","GoldTY","Active","23","195","1.93","71%","-2%","334","39","70","44","13","1","12","34","32","90","10","1","4","9","101"
"*05161*","Dominic Canzone","SEA","OF","211","Kipp","Reserve","28","195","2.22","63%","-3%","245","34","63","34","13","1","15","40","26","58","1","1","3","3","88"
"*041e2*","Mickey Moniak","COL","OF","218","Kipp","Reserve","28","190.5","2.84","90%","-1%","229","34","64","34","11","3","16","42","13","59","1","0","3","3","67"
"*04q2n*","Adley Rutschman","BAL","C","221","Jpanner","Active","28","189","2.78","95%","-1%","247","30","62","34","19","1","8","47","30","40","0","1","2","6","68"
"*05rbv*","Samuel Basallo","BAL","C","222","Sasso","Active","21","188","2.16","92%","-1%","282","34","68","42","9","1","16","46","26","82","0","0","1","5","87"
"*05yj1*","Nolan Schanuel","LAA","1B","223","Kipp","Not On Team","24","188","2.27","51%","0%","307","32","86","63","17","0","6","35","31","50","0","1","5","10","83"
"*025dn*","Christian Yelich","MIL","UT","225","joeybats","Reserve","34","187.5","2.8","94%","-1%","263","43","64","40","16","2","6","35","32","83","8","0","3","2","67"
"*04ppj*","Jeremy Pena","HOU","SS","228","CLANK","Active","28","185","3.3","94%","0%","212","42","64","46","9","0","9","28","17","38","8","1","4","2","56"
"*01u75*","Salvador Perez","KC","C","230","joeybats","Reserve","36","184.5","1.94","82%","0%","369","36","78","50","14","0","14","43","15","83","0","0","10","12","95"
"*01ual*","Paul Goldschmidt","NYY","1B","229","Kipp","Active","38","184.5","2.53","48%","-4%","255","34","65","39","10","1","15","42","19","67","1","0","3","4","73"
"*0310z*","J.P. Crawford","SEA","3B,SS","232","Coop","Reserve","31","184","2.22","46%","-2%","293","38","63","43","10","0","10","28","50","70","1","3","5","4","83"
"*03d6s*","Matt Chapman","SF","3B","233","Kipp","Reserve","33","183.5","2.18","81%","-1%","307","35","72","46","18","1","7","42","37","81","0","2","5","6","84"
"*04y97*","Kyle Stowers","MIA","1B,OF","241","zyoung51","Active","28","180.5","2.31","90%","-2%","292","36","67","35","17","3","12","43","30","107","1","1","6","8","78"
"*02btf*","Mookie Betts","LAD","SS","243","zyoung51","Active","33","179.5","2.72","99%","0%","259","40","60","37","10","0","13","34","23","35","1","2","1","10","66"
"*024m0*","Jose Altuve","HOU","2B,OF","244","GoldTY","Reserve","36","179","2.27","92%","0%","306","47","71","44","14","1","12","29","29","74","2","2","1","15","79"
"*05184*","Vinnie Pasquantino","KC","1B","246","Kipp","Reserve","28","178.5","2.38","88%","-1%","278","33","63","44","11","2","6","34","36","55","4","0","2","3","75"
"*05rb1*","Sal Frelick","MIL","OF","251","Greenbet","Active","26","175.5","1.95","54%","-2%","276","33","65","47","14","0","4","34","25","31","6","2","2","4","90"
"*05u3u*","Konnor Griffin","PIT","SS","253","Coop","Inj Res","20","174.5","2.96","93%","-1%","225","35","62","45","10","2","5","25","16","65","20","1","4","3","59"
"*025he*","George Springer","TOR","OF","255","KRetiree","Active","36","174.5","2.46","85%","-1%","276","34","62","39","12","1","10","26","30","61","7","2","3","6","71"
"*03wha*","Ronald Acuna Jr.","ATL","OF","261","zyoung51","Reserve","28","171","3.23","99%","0%","195","31","49","31","10","1","7","22","35","52","15","7","4","0","53"
"*03pzn*","Andres Gimenez","TOR","2B,SS","263","Jpanner","Active","27","170.5","1.78","53%","-1%","304","25","68","45","15","1","7","38","11","63","11","2","8","6","96"
"*02mxf*","Carson Kelly","CHC","C","272","Greenbet","Active","32","167","2.23","52%","-1%","234","36","62","46","10","0","6","35","31","44","0","1","3","5","75"
"*0622t*","Jacob Wilson","ATH","SS","274","Sasso","Reserve","24","166","2.68","89%","+1%","251","30","73","55","10","1","7","32","11","30","3","0","1","5","62"
"*05g3x*","Maikel Garcia","KC","3B","277","Hutch","Inj Res","26","164.5","2.38","94%","0%","268","32","70","48","17","2","3","30","24","45","5","3","0","6","69"
"*05mdt*","Evan Carter","TEX","OF","280","KRetiree","Reserve","23","163","1.96","56%","-1%","235","33","45","28","7","2","8","25","34","66","11","1","4","1","83"
"*060pm*","Wyatt Langford","TEX","OF","282","kyfaess","Active","24","161.5","3.23","98%","0%","203","31","57","35","9","2","11","27","13","47","7","1","1","3","50"
"*03rmz*","Keibert Ruiz","WSH","C","287","Sethmc44","Active","28","159.5","2.42","50%","-2%","212","32","58","32","19","0","7","35","8","27","2","1","2","5","66"
"*04pks*","Matt McLain","CIN","2B,SS","290","Greenbet","Reserve","26","158.5","1.91","61%","-1%","268","32","50","29","13","0","8","25","36","83","11","2","3","3","83"
"*04aeb*","Royce Lewis","MIN","1B,3B","292","Jpanner","Reserve","27","158","2.32","74%","-2%","246","31","53","31","12","0","10","30","26","72","6","0","2","2","68"
"*05jsg*","Owen Caissie","MIA","OF","291","joeybats","Inj Res","24","158","1.93","59%","0%","218","30","52","28","12","0","12","50","18","96","4","1","3","2","82"
"*04ydd*","Angel Martinez","CLE","OF","294","Greenbet","Inj Res","24","157.5","2.39","59%","0%","226","28","54","31","11","1","11","33","7","53","9","2","5","5","66"
"*05y30*","Justin Crawford","PHI","OF","300","zyoung51","Reserve","22","155.5","1.65","58%","-1%","276","28","71","54","12","3","2","22","17","61","13","3","2","1","94"
"*05u96*","Bryce Eldridge","SF","1B","305","KRetiree","Reserve","21","153.5","2.56","82%","0%","211","30","56","33","13","0","10","23","31","63","1","0","0","0","60"
"*04pmu*","Ryan Jeffers","MIN","C","309","joeybats","Active","29","153","3.56","81%","0%","143","28","41","22","9","1","9","32","26","26","1","0","1","2","43"
"*06dn7*","A.J. Ewing","NYM","OF","308","joeybats","Active","21","153","2.43","69%","-1%","223","27","61","42","11","1","7","25","24","68","11","6","1","1","63"
"*02bu9*","Marcus Semien","NYM","2B","310","zyoung51","Reserve","35","153","1.82","52%","-3%","306","31","64","45","8","1","10","30","24","74","6","2","1","10","84"
"*02xic*","Teoscar Hernandez","LAD","OF","311","CLANK","Reserve","33","152","2.24","92%","-2%","240","40","58","41","9","0","8","37","25","76","2","0","2","9","68"
"*05xtz*","Dalton Rushing","LAD","C","313","CLANK","Reserve","25","151","2.25","63%","-1%","194","32","48","26","11","0","11","33","23","62","0","0","4","2","67"
